,time_casa,time_visitante,totalgolsht,possebolacasaht,possebolavisitanteht,chutescasaht,chutesvisitanteht,chutesnogolcasaht,chutesnogolvisitanteht,chutesforagolcasaht,chutesforagolvisitanteht,chutesbloqueadoscasaht,chutesbloqueadosvisitanteht,cornercasaht,cornervisitanteht,chutesdentroareacasaht,chutesdentroareavisitanteht,chutesforaareacasaht,chutesforaareavisitanteht,defesasgoleirocasaht,defesasgoleirovisitanteht,passescasaht,passesvisitanteht,passescertoscasaht,passescertosvisitanteht,duelosganhoscasaht,duelosganhosvisitanteht,disputasaereasvencidascasaht,disputasaereasvencidasvisitanteht,PSH,PSD,PSA,vencedorft
337,Wolves,Brighton,0,65,35,7,1,0,0,6,1,1,0,6,0,6,0,1,1,0,0,308,168,89,75,22,22,11,8,1.77,3.5,5.79,D
338,Leicester,Watford,1,60,40,4,6,2,2,1,2,1,2,1,3,4,0,0,6,2,1,256,164,82,72,27,40,10,15,1.85,3.84,4.47,H
339,Everton,Man United,1,37,63,4,4,0,2,4,1,0,1,2,2,3,0,1,4,1,0,165,284,61,79,37,30,11,11,3.65,3.5,2.17,D
340,Arsenal,Chelsea,1,47,53,5,8,0,5,5,2,0,1,2,2,3,8,2,0,3,0,236,261,82,85,22,28,2,6,2.06,3.62,3.87,A
341,Everton,Huddersfield,0,41,59,2,2,1,2,0,0,1,0,0,2,0,2,2,0,2,1,156,218,65,75,29,36,17,16,1.72,3.82,5.63,H
342,Watford,Bournemouth,3,52,48,10,6,2,4,1,2,7,0,5,3,6,6,4,0,1,2,204,185,79,79,16,19,7,11,2.15,3.59,3.58,A
343,Chelsea,Arsenal,4,59,41,9,12,4,5,4,5,1,2,1,0,3,7,6,5,3,2,342,230,87,83,18,14,6,3,1.83,3.97,4.46,H
344,Leicester,Burnley,1,56,44,6,3,3,1,3,1,0,1,3,1,5,1,1,2,1,2,236,186,71,68,30,25,11,11,1.46,4.49,8.87,H
345,Wolves,Arsenal,3,28,72,9,7,3,0,4,3,2,4,2,2,6,2,3,5,2,1,135,340,71,88,22,20,6,7,2.95,3.47,2.54,H
346,Watford,Man United,2,36,64,5,8,2,6,1,0,2,2,2,6,1,6,4,2,4,2,179,315,75,85,30,21,9,12,4.18,3.65,1.97,A
347,Stoke,Swansea,1,50,50,6,6,2,1,2,4,2,1,3,3,4,3,2,3,1,1,233,224,84,86,25,15,7,3,2.17,3.39,3.8,D
348,Stoke,Bournemouth,1,49,51,4,4,3,2,1,0,0,2,2,5,3,2,1,2,2,2,198,198,77,78,20,23,6,5,2.47,3.46,3.06,H
349,Liverpool,Bournemouth,1,67,33,10,1,3,0,5,1,2,0,6,2,6,0,4,1,0,2,340,171,88,77,32,20,6,7,1.25,7.15,12.89,H
350,Swansea,Man United,0,37,63,5,7,1,2,3,4,1,1,0,1,2,3,3,4,2,1,198,337,72,83,27,27,9,13,3.55,3.45,2.23,H
351,Liverpool,Fulham,1,75,25,12,6,3,3,5,3,4,0,1,2,5,3,7,3,3,2,365,112,85,70,18,20,4,8,1.11,10.9,24.65,H
352,West Ham,Bournemouth,0,45,55,12,1,1,0,6,0,5,1,0,2,5,0,7,1,0,1,177,216,79,81,25,24,6,10,1.98,3.75,4.02,H
353,Crystal Palace,Liverpool,5,39,61,2,11,2,5,0,4,0,2,0,3,2,9,0,2,2,0,192,286,69,79,38,30,17,9,4.9,3.92,1.78,A
354,Newcastle,Crystal Palace,0,47,53,4,6,2,2,2,4,0,0,1,4,2,3,2,3,2,2,184,206,67,73,38,32,11,15,2.03,3.54,4.08,H
355,Everton,Burnley,1,56,44,10,5,2,2,5,1,3,2,3,3,4,5,6,0,1,2,231,178,78,65,26,37,17,19,1.68,3.81,6.2,A
356,Liverpool,Southampton,0,65,35,5,0,3,0,1,0,1,0,1,1,1,0,4,0,0,3,306,156,84,67,23,26,6,5,1.61,4.21,6.12,D
357,Crystal Palace,Arsenal,1,35,65,6,3,1,0,4,2,1,1,5,2,4,3,2,0,0,0,176,332,77,87,26,26,5,8,4.56,4.26,1.76,D
358,Hull,Arsenal,1,41,59,2,14,1,4,1,3,0,7,2,3,2,11,0,3,4,1,271,388,86,91,27,19,4,3,6.03,4.2,1.6,A
359,Liverpool,Leicester,1,61,39,13,3,3,1,5,0,5,2,3,0,8,1,5,2,0,3,300,187,83,67,13,27,6,9,1.32,6.27,9.97,H
360,Man City,Chelsea,0,76,24,8,0,1,0,3,0,4,0,3,1,7,0,1,0,0,0,509,154,92,71,26,21,4,4,1.6,4.35,6.07,H
361,Bournemouth,Leicester,1,70,30,5,4,3,1,1,1,1,2,3,4,2,4,3,0,1,2,354,146,88,67,27,18,8,9,2.43,3.47,3.13,H
362,West Brom,Leicester,1,50,50,7,4,2,1,3,2,2,1,3,5,4,2,3,2,0,2,173,170,72,74,35,18,19,5,2.54,3.38,2.94,A
363,Huddersfield,Everton,1,48,52,6,3,2,1,2,1,2,1,1,3,2,1,4,2,0,2,251,259,79,73,21,21,8,6,2.63,3.1,3.15,A
364,Burnley,Newcastle,3,61,39,6,7,3,1,2,4,1,2,2,4,4,2,2,5,0,2,342,212,85,80,31,24,12,13,2.93,3.16,2.77,A
365,Liverpool,Norwich,0,57,43,7,2,2,0,2,2,3,0,0,0,4,0,3,2,0,2,322,236,85,75,27,21,8,4,1.68,3.94,5.81,D
366,Tottenham,Crystal Palace,0,70,30,14,2,4,0,5,2,5,0,5,0,8,1,6,1,0,4,380,158,86,72,30,20,14,7,1.47,4.67,7.45,H
367,Southampton,Swansea,1,44,56,8,5,2,2,6,2,0,1,2,2,5,1,3,4,2,1,205,257,77,81,19,23,9,7,2.04,3.51,4.07,H
368,Huddersfield,Arsenal,2,50,50,4,6,0,3,2,2,2,1,3,0,1,6,3,0,1,0,210,213,75,73,33,29,7,9,5.69,4.24,1.63,A
369,Everton,Man City,1,29,71,1,6,1,2,0,1,0,3,2,3,1,2,0,4,1,0,150,375,69,87,31,28,6,10,4.54,3.9,1.84,H
370,Stoke,Chelsea,2,37,63,1,6,1,2,0,1,0,3,1,2,1,4,0,2,1,0,156,258,70,83,28,26,5,7,6.54,4.04,1.61,A
371,Arsenal,Tottenham,3,58,42,10,4,3,4,5,0,2,0,4,2,8,4,2,0,2,2,255,189,87,74,24,31,6,7,2.63,3.73,2.7,H
372,Watford,West Ham,1,54,46,11,3,3,2,2,1,6,0,6,0,9,2,2,1,2,2,209,187,76,80,23,27,6,12,2.6,3.38,2.94,H
373,Wolves,West Ham,0,51,49,11,2,3,0,3,2,5,0,2,1,5,0,6,2,0,3,255,243,80,74,34,21,16,7,2.1,3.49,3.84,H
374,Man City,Watford,2,76,24,10,4,5,3,5,1,0,0,2,1,9,3,2,1,3,4,377,120,89,68,26,20,3,3,1.18,8.7,16.95,H
375,Leicester,Wolves,2,52,48,3,4,1,1,0,3,2,0,1,4,0,1,3,3,0,0,249,230,85,78,36,25,14,9,2.05,3.56,3.9,H
376,Huddersfield,Wolves,0,51,49,5,5,0,0,4,3,1,2,2,3,1,3,4,2,0,0,242,233,78,79,39,25,21,6,5.17,3.41,1.86,H
377,Crystal Palace,Watford,0,46,54,3,3,0,1,2,2,1,0,2,1,2,1,1,2,1,0,152,182,66,63,29,26,14,13,1.94,3.45,4.63,H
378,Everton,Leicester,2,46,54,6,4,3,0,2,2,1,2,3,4,3,4,3,0,0,1,182,210,70,75,29,34,8,16,3.11,3.17,2.6,H
379,Swansea,Man City,2,23,77,1,12,1,5,0,5,0,2,0,3,0,10,1,2,3,1,126,413,69,90,25,20,8,6,13.5,6.85,1.25,A
380,Bournemouth,Everton,0,41,59,6,5,0,0,6,3,0,2,0,2,5,3,1,2,0,0,167,228,76,83,24,25,7,9,2.63,3.58,2.77,D
381,Brighton,Wolves,0,42,58,5,8,0,1,4,2,1,5,1,3,3,4,2,4,1,0,198,263,75,84,26,31,7,15,3.27,3.19,2.5,H
382,Crystal Palace,Swansea,1,40,60,3,7,1,3,1,4,1,0,1,2,2,6,1,1,2,1,197,277,74,83,23,34,9,14,1.8,3.77,5.0,A
383,West Brom,Chelsea,3,39,61,3,6,1,4,2,1,0,1,2,1,3,4,0,2,1,1,203,322,82,86,33,19,10,4,6.46,4.09,1.61,A
384,Newcastle,Bournemouth,1,44,56,7,5,0,0,4,2,3,3,3,2,3,6,4,0,0,0,214,270,78,80,28,37,8,12,2.74,3.4,2.77,A
385,Burnley,Leicester,0,65,35,8,6,0,2,4,2,4,2,3,0,5,4,3,2,2,0,256,134,70,52,37,23,24,15,2.89,3.29,2.7,H
386,Liverpool,Tottenham,2,54,46,13,5,8,2,2,3,3,0,8,2,10,4,3,1,2,6,243,212,76,70,26,27,8,6,2.22,3.41,3.61,H
387,Man City,Man United,1,49,51,9,2,2,2,6,0,1,0,5,2,7,1,2,1,1,2,202,221,79,78,39,25,13,8,1.86,3.75,4.61,A
388,West Brom,Watford,2,39,61,5,8,2,1,3,3,0,4,2,3,3,4,2,4,1,0,150,233,57,78,29,20,13,8,2.16,3.33,3.89,H
389,Newcastle,Leicester,1,51,49,4,8,0,3,2,1,2,4,2,4,2,7,2,1,2,0,227,204,75,74,31,38,9,13,2.85,3.55,2.58,A
390,West Ham,Man City,2,47,53,3,3,2,1,1,1,0,1,2,2,2,3,1,0,0,1,188,218,74,80,29,34,10,12,5.19,4.09,1.71,D
391,Liverpool,Watford,1,70,30,9,7,1,0,4,4,4,3,6,4,4,6,5,1,0,0,324,128,86,71,26,26,7,7,1.54,4.65,6.48,H
392,West Brom,Stoke,0,39,61,2,8,0,1,2,6,0,1,5,3,1,5,1,3,1,0,139,221,73,88,18,31,5,16,2.39,3.12,3.55,D
393,Leicester,Man United,2,33,67,3,6,2,1,0,2,1,3,1,5,2,3,1,3,0,1,143,289,67,82,31,24,9,7,3.26,3.45,2.36,D
394,Southampton,West Ham,3,47,53,5,4,3,3,1,0,1,1,0,2,4,2,1,2,1,2,226,246,81,81,20,25,4,10,1.85,3.67,4.84,A
395,Hull,Man City,0,27,73,4,8,1,3,2,2,1,3,0,5,2,2,2,6,3,1,147,396,65,86,16,22,7,8,9.86,5.82,1.34,A
396,Swansea,Southampton,0,57,43,5,5,1,2,2,2,2,1,3,1,3,3,2,2,2,1,266,208,75,71,41,38,19,27,3.09,3.31,2.53,A
397,Arsenal,Huddersfield,0,60,40,5,3,1,0,3,3,1,0,2,0,2,2,3,1,0,1,273,173,80,65,25,20,10,13,1.27,6.13,11.66,H
398,Everton,Man City,0,48,52,5,9,1,5,4,1,0,3,2,3,1,4,4,5,5,1,212,227,84,84,29,26,5,7,4.85,4.08,1.76,A
399,Southampton,Huddersfield,1,54,46,7,6,4,0,1,3,2,3,6,1,5,5,2,1,0,3,174,147,61,52,27,36,12,12,1.59,4.03,7.0,D
400,Cardiff,Bournemouth,1,22,78,6,6,3,2,0,3,3,1,2,5,5,4,1,2,2,2,97,362,56,86,30,32,13,11,3.31,3.48,2.33,H
401,West Brom,Sunderland,0,52,48,4,6,0,1,4,0,0,5,0,3,3,3,1,3,1,0,218,201,77,77,28,30,15,11,2.08,3.42,4.07,H
402,Leicester,Liverpool,3,41,59,7,10,4,3,2,3,1,4,3,3,5,4,2,6,1,3,177,259,65,75,30,28,13,12,4.27,3.87,1.89,A
403,Watford,Southampton,3,30,70,8,11,1,6,4,2,3,3,5,2,5,7,3,4,4,0,113,277,58,80,36,28,15,11,3.54,3.38,2.26,A
404,Southampton,Huddersfield,1,55,45,5,6,1,2,2,2,2,2,2,2,1,1,4,5,2,0,234,190,77,67,36,36,20,12,1.44,4.83,7.62,D
405,Man City,Chelsea,1,47,53,9,4,4,0,4,2,1,2,4,0,8,1,1,3,0,3,200,229,84,81,28,40,6,12,2.08,3.56,3.87,H
406,Watford,Sunderland,0,57,43,11,3,5,0,4,1,2,2,6,6,8,1,3,2,0,5,202,159,84,69,27,24,12,11,1.87,3.67,4.72,H
407,Man United,Southampton,1,47,53,4,6,3,1,1,3,0,2,3,0,3,3,1,3,1,2,220,256,84,84,25,23,9,5,1.54,4.33,7.19,H
408,Southampton,Crystal Palace,1,63,37,7,3,2,1,5,1,0,1,2,3,3,1,4,2,1,1,325,190,83,75,27,29,5,10,2.05,3.43,4.16,A
409,Man City,Liverpool,0,55,45,4,8,1,2,2,3,1,3,5,5,4,8,0,0,2,1,242,192,85,79,30,32,7,8,1.98,3.68,4.1,D
410,Stoke,Aston Villa,0,52,48,4,3,0,0,3,3,1,0,6,0,3,1,1,2,0,1,232,223,80,76,20,16,11,6,1.69,3.74,6.16,H
411,Stoke,Arsenal,1,28,72,2,5,0,2,1,3,1,0,2,4,1,5,1,0,1,0,147,369,66,89,25,31,7,12,4.61,4.16,1.78,A
412,Tottenham,Aston Villa,2,67,33,6,3,3,1,2,1,1,1,2,0,5,2,1,1,1,1,300,142,85,62,27,25,9,8,1.43,4.8,9.0,H
413,Swansea,Newcastle,0,65,35,4,8,1,4,2,2,1,2,1,2,2,4,2,4,4,1,281,146,84,73,29,28,10,10,2.41,3.28,3.32,A
414,Huddersfield,Leicester,0,63,37,9,5,1,0,2,2,6,3,5,2,4,4,5,1,0,1,242,148,82,70,30,22,13,10,3.46,3.42,2.28,D
415,Brighton,Bournemouth,2,49,51,7,11,3,5,2,2,2,4,2,5,4,7,3,4,4,2,230,231,79,82,29,18,12,6,2.46,3.11,3.44,D
416,Chelsea,Man City,1,37,63,1,4,1,1,0,2,0,1,0,4,1,4,0,0,1,0,225,367,78,88,34,30,8,5,4.0,3.75,1.99,H
417,Leicester,Man City,2,35,65,6,5,4,3,2,1,0,1,1,5,6,3,0,2,2,3,169,302,78,87,30,19,13,3,9.66,5.31,1.36,H
418,Arsenal,Leicester,1,66,34,4,5,0,3,2,2,2,0,6,1,4,3,0,2,2,0,315,155,83,67,36,39,17,7,1.71,4.16,5.08,H
419,Sunderland,Southampton,0,33,67,2,6,1,2,1,3,0,1,1,1,1,4,1,2,2,1,162,315,65,80,29,30,18,16,4.79,3.81,1.82,A
420,West Ham,Southampton,3,57,43,8,0,4,0,1,0,3,0,5,1,7,0,1,0,0,1,209,162,75,64,26,21,9,7,2.97,3.25,2.66,H
421,Leicester,Man City,3,23,77,7,6,4,0,2,4,1,2,1,7,6,3,1,3,0,1,108,322,66,90,22,19,12,4,5.28,4.1,1.7,H
422,Man City,Arsenal,1,64,36,7,4,1,1,4,3,2,0,5,1,5,3,2,1,0,1,335,187,84,72,25,23,11,9,2.13,3.56,3.7,H
423,Man City,Sunderland,3,60,40,11,6,5,1,3,5,3,0,1,0,7,5,4,1,1,2,268,174,85,79,29,26,7,7,1.21,7.65,16.0,H
424,Southampton,Arsenal,1,35,65,2,5,2,3,0,1,0,1,3,2,2,4,0,1,3,2,204,373,81,88,21,21,5,4,3.85,3.79,2.01,D
425,Man United,West Ham,2,74,26,9,2,4,1,4,1,1,0,4,2,8,1,1,1,0,3,353,120,92,63,33,22,14,3,1.5,4.62,7.46,D
426,Leicester,Watford,2,34,66,4,3,2,0,1,2,1,1,2,6,3,1,1,2,0,0,138,256,68,84,31,15,11,6,2.28,3.35,3.54,H
427,Leicester,Norwich,0,61,39,8,5,0,1,3,3,5,1,1,3,3,3,5,2,1,0,251,155,73,63,32,30,15,12,1.57,4.42,6.32,H
428,Leicester,Chelsea,1,33,67,5,6,1,4,1,0,3,2,1,7,1,3,4,3,3,1,147,291,71,86,27,20,5,4,4.73,3.83,1.83,A
429,Cardiff,Man United,4,22,78,2,8,1,4,1,2,0,2,1,4,1,3,1,5,1,0,85,310,51,85,25,36,8,17,6.27,4.1,1.62,A
430,Chelsea,Arsenal,1,46,54,6,5,2,2,3,1,1,2,6,7,5,2,1,3,2,1,239,272,82,86,30,41,9,9,1.94,3.58,4.42,H
431,Brighton,West Ham,2,50,50,11,4,1,1,7,2,3,1,2,1,8,4,3,0,0,0,206,209,72,75,19,40,12,17,2.37,3.07,3.66,H
432,Chelsea,Everton,0,50,50,1,5,1,1,0,2,0,2,2,3,1,2,0,3,1,1,280,276,86,83,31,32,9,7,1.81,3.97,4.65,D
433,Swansea,West Ham,0,74,26,8,5,1,1,4,3,3,1,4,4,4,2,4,3,1,1,371,122,89,72,29,16,10,3,2.1,3.46,3.92,D
434,Arsenal,Man City,2,40,60,2,7,2,1,0,4,0,2,1,4,1,4,1,3,1,0,211,317,82,87,25,21,5,5,2.38,3.58,3.12,H
435,West Brom,Chelsea,4,36,64,3,9,2,4,1,3,0,2,2,4,3,6,0,3,1,1,172,317,70,84,20,17,9,8,6.25,3.93,1.65,A
436,Chelsea,Aston Villa,1,49,51,5,6,2,1,1,4,2,1,3,0,3,3,2,3,1,1,202,206,75,74,40,43,17,13,1.34,5.41,11.0,H
437,Cardiff,Crystal Palace,3,32,68,7,11,3,5,1,4,3,2,5,2,4,8,3,3,3,3,122,267,61,81,31,34,12,12,2.62,3.75,2.68,A
438,Fulham,Crystal Palace,1,67,33,8,5,3,4,2,0,3,1,3,1,2,3,6,2,3,3,380,187,90,79,26,31,4,12,2.5,3.46,3.0,A
439,Watford,Arsenal,0,35,65,4,9,1,2,3,4,0,3,1,3,1,6,3,3,2,1,173,315,73,87,31,25,7,5,6.29,4.31,1.59,A
440,Bournemouth,West Brom,1,71,29,4,6,1,3,3,2,0,1,2,3,2,3,2,3,3,1,302,119,85,69,27,21,2,4,1.96,3.54,4.38,D
441,Leicester,Sunderland,0,51,49,7,7,2,1,3,4,2,2,2,6,4,4,3,3,1,2,171,152,72,68,31,31,16,13,1.48,4.61,7.92,H
442,Huddersfield,Tottenham,3,37,63,4,9,1,4,1,4,2,1,3,4,2,7,2,2,1,1,164,286,66,80,24,25,4,9,9.54,5.0,1.4,A
443,Tottenham,Man City,1,41,59,2,8,1,3,1,2,0,3,1,4,1,7,1,1,2,1,205,282,80,88,24,27,6,6,4.76,4.24,1.74,A
444,Aston Villa,Stoke,0,45,55,2,7,1,2,1,3,0,2,2,3,1,5,1,2,2,1,210,249,79,81,31,33,9,14,2.5,3.34,3.11,A
445,Everton,Southampton,0,55,45,8,7,2,1,1,4,5,2,6,3,4,4,4,3,1,2,266,213,75,76,33,29,12,10,2.28,3.33,3.55,H
446,West Brom,Newcastle,0,53,47,13,3,2,1,4,1,7,1,10,2,8,3,5,0,1,1,185,168,78,82,32,19,10,7,2.18,3.35,3.8,H
447,Stoke,West Ham,1,45,55,1,9,0,2,1,2,0,5,1,4,0,6,1,3,1,0,191,227,83,88,31,23,9,9,3.48,3.82,2.12,H
448,Man United,Burnley,0,73,27,16,4,7,1,2,2,7,1,10,1,7,2,9,2,1,7,322,113,90,62,25,25,11,15,1.22,6.9,18.5,D
449,Burnley,Watford,1,51,49,8,2,2,1,3,1,3,0,5,1,6,1,2,1,1,1,231,225,75,72,34,30,21,17,3.09,3.21,2.59,H
450,Man United,Sunderland,1,60,40,6,3,3,2,0,0,3,1,3,0,1,2,5,1,2,2,271,180,83,73,26,25,5,3,1.23,6.9,16.7,H
451,Everton,West Ham,0,51,49,9,7,1,1,2,3,6,3,5,2,6,4,3,3,1,1,203,200,79,81,30,18,12,4,1.81,3.84,4.8,H
452,Crystal Palace,Man City,1,22,78,2,7,1,3,1,2,0,2,0,5,1,5,1,2,2,1,115,385,63,90,26,27,8,6,10.23,5.55,1.34,A
453,Tottenham,Stoke,4,67,33,11,3,5,1,3,2,3,0,4,1,5,3,6,0,1,1,308,152,84,66,30,26,8,7,1.43,4.89,8.49,H
454,Watford,Swansea,0,44,56,7,3,1,2,3,0,3,1,1,0,1,1,6,2,2,1,195,251,74,82,24,23,8,10,2.75,3.34,2.8,H
455,Watford,Arsenal,1,34,66,6,11,2,3,1,2,3,6,6,2,4,8,2,3,2,2,162,326,74,89,21,22,7,8,3.18,3.78,2.25,A
456,Newcastle,Crystal Palace,0,47,53,11,1,4,0,5,1,2,0,5,2,7,1,4,0,0,4,223,261,85,83,21,17,5,6,2.61,3.2,3.1,A
457,Everton,Crystal Palace,0,58,42,8,7,1,2,4,5,3,0,4,2,5,3,3,4,2,1,268,196,83,78,28,22,2,4,2.06,3.63,3.88,D
458,West Ham,Leicester,2,63,37,4,6,0,5,3,0,1,1,3,1,2,5,2,1,3,0,236,136,83,70,35,30,17,11,2.25,3.52,3.42,A
459,West Brom,Liverpool,1,30,70,4,5,1,2,3,2,0,1,5,4,2,4,2,1,1,1,131,328,72,88,17,27,8,8,7.57,4.45,1.51,D
460,Burnley,Hull,0,48,52,3,2,0,1,1,1,2,0,3,4,2,1,1,1,1,0,247,271,81,83,22,17,11,3,2.44,3.21,3.36,D
461,Man United,Norwich,1,68,32,5,2,0,1,4,1,1,0,6,0,2,1,3,1,0,0,297,145,81,66,25,18,9,4,1.47,4.5,8.45,A
462,Bournemouth,West Ham,2,57,43,12,4,3,1,5,2,4,1,2,2,9,4,3,0,0,2,239,176,82,72,38,27,16,5,2.8,3.25,2.81,D
463,Liverpool,Stoke,3,70,30,14,5,5,2,4,1,5,2,3,1,7,4,7,1,1,2,341,141,84,67,23,40,7,20,1.3,6.15,11.02,H
464,Man United,Southampton,1,60,40,7,3,2,2,5,1,0,0,6,2,6,1,1,2,1,2,245,166,83,70,26,24,11,8,1.45,4.61,8.37,H
465,Stoke,Middlesbrough,2,57,43,4,5,2,1,2,1,0,3,1,1,4,3,0,2,1,0,237,184,78,74,35,29,7,8,2.0,3.3,4.6,H
466,Tottenham,Everton,1,57,43,8,2,2,0,2,1,4,1,1,1,2,1,6,1,0,1,286,216,80,71,28,27,8,7,1.64,4.17,5.88,H
467,Newcastle,Southampton,2,33,67,4,1,4,0,0,1,0,0,0,1,3,0,1,1,0,2,145,284,54,75,34,25,15,9,2.8,3.16,2.88,H
468,Crystal Palace,Liverpool,0,37,63,8,5,3,0,5,2,0,3,3,4,7,2,1,3,0,3,162,282,64,82,26,27,9,10,3.71,3.5,2.15,A
469,Man City,West Brom,2,62,38,6,6,1,1,2,2,3,3,7,4,3,3,3,3,0,0,262,153,84,74,20,26,7,6,1.35,5.42,10.72,H
470,Southampton,Tottenham,2,33,67,5,8,1,1,2,4,2,3,1,6,4,3,1,5,0,0,161,329,70,85,34,25,8,4,3.01,3.3,2.6,A
471,Cardiff,Wolves,1,50,50,8,5,0,2,5,1,3,2,4,3,5,3,3,2,1,0,170,170,62,65,40,37,17,24,3.76,3.32,2.22,H
472,Leicester,Crystal Palace,0,51,49,7,2,2,1,3,0,2,1,1,0,1,0,6,2,1,2,256,242,84,79,27,18,9,9,2.21,3.56,3.48,H
473,Liverpool,Man United,0,63,37,9,6,5,1,2,2,2,3,1,3,5,2,4,4,1,5,333,184,89,81,37,25,5,6,2.77,3.32,2.79,D
474,Aston Villa,Sunderland,3,63,37,10,1,3,1,5,0,2,0,3,1,7,0,3,1,0,1,268,155,86,75,28,26,8,8,1.93,3.51,4.62,D
475,Bournemouth,Man United,1,51,49,3,5,0,3,2,1,1,1,0,2,1,4,2,1,2,0,274,267,86,86,17,17,3,6,4.7,3.62,1.88,A
476,Bournemouth,Brighton,1,51,49,6,8,1,3,3,4,2,1,2,3,3,3,3,5,3,0,248,232,77,74,30,23,15,7,1.95,3.55,4.4,H
477,Stoke,Newcastle,0,64,36,2,3,1,2,1,0,0,1,0,0,1,2,1,1,2,1,280,160,86,75,29,28,8,11,2.03,3.53,4.1,H
478,Man United,Everton,1,58,42,7,6,5,4,2,1,0,1,3,3,4,3,3,3,4,4,278,195,82,77,21,27,6,4,1.75,3.91,5.16,H
479,West Ham,Huddersfield,3,55,45,7,5,1,2,4,1,2,2,2,3,5,2,2,3,0,0,269,215,81,76,31,22,11,4,1.58,4.09,6.7,H
480,Watford,Tottenham,2,38,62,3,5,1,2,1,3,1,0,2,1,2,1,1,4,1,0,151,249,71,82,27,36,10,11,5.14,4.18,1.7,D
481,Arsenal,Everton,0,67,33,3,5,1,4,0,1,2,0,2,5,2,2,1,3,4,1,291,141,84,74,21,18,6,3,1.49,4.93,6.88,H
482,Brighton,Crystal Palace,3,45,55,7,8,3,2,2,3,2,3,3,2,5,5,2,3,1,0,212,259,77,83,31,21,8,6,2.98,3.14,2.74,H
483,West Brom,West Ham,2,37,63,7,6,3,3,2,2,2,1,3,3,6,3,1,3,1,1,160,273,61,81,23,33,9,14,4.06,3.49,2.05,A
484,Liverpool,Leicester,3,62,38,10,5,7,1,1,2,2,2,1,2,4,2,6,3,0,5,285,166,78,63,23,28,8,12,1.7,3.97,5.54,H
485,Bournemouth,Swansea,1,48,52,5,8,2,2,2,4,1,2,3,2,4,5,1,3,2,1,221,242,77,76,23,29,13,10,2.11,3.62,3.69,H
486,Burnley,Brighton,1,42,58,9,4,4,0,3,3,2,1,1,1,7,0,2,4,0,3,195,270,71,74,31,26,18,9,2.87,3.15,2.84,H
487,Sunderland,Leicester,0,46,54,4,8,1,1,2,5,1,2,0,5,3,6,1,2,1,1,157,173,68,67,45,33,17,7,3.51,3.5,2.23,A
488,West Brom,Stoke,1,36,64,10,5,3,1,5,1,2,3,2,3,6,4,4,1,1,2,159,276,69,80,34,23,10,14,2.31,3.29,3.53,H
489,Southampton,Aston Villa,1,60,40,11,3,3,2,6,1,2,0,5,1,9,1,2,2,1,2,265,188,85,77,28,20,7,11,1.52,4.37,7.57,D
490,West Brom,Hull,1,44,56,4,11,2,5,0,4,2,2,2,6,3,6,1,5,4,2,200,253,82,85,19,27,7,10,1.76,3.72,5.48,H
491,Hull,Chelsea,0,40,60,5,6,2,0,0,5,3,1,4,3,3,4,2,2,0,2,197,287,82,83,25,37,5,11,7.68,4.63,1.48,A
492,Burnley,Man United,2,45,55,4,8,0,5,2,0,2,3,2,2,3,6,1,2,3,0,175,218,70,78,37,34,7,9,5.95,3.93,1.68,A
493,West Ham,Norwich,2,38,62,9,6,3,2,4,3,2,1,6,1,5,6,4,0,1,2,170,282,73,80,30,20,7,8,2.22,3.54,3.49,D
494,Arsenal,Crystal Palace,1,63,37,10,1,5,1,3,0,2,0,3,1,6,1,4,0,1,4,319,186,86,70,24,27,7,11,1.34,5.6,10.4,H
495,West Ham,Huddersfield,0,48,52,12,1,1,0,7,0,4,1,7,0,7,1,5,0,0,2,179,211,73,78,40,33,20,14,1.97,3.46,4.46,H
496,West Brom,West Ham,3,28,72,5,10,4,1,1,5,0,4,1,3,4,7,1,3,1,1,127,325,69,91,14,28,3,6,2.9,3.19,2.76,H
497,Watford,West Ham,2,56,44,11,6,5,4,1,2,5,0,4,1,9,3,2,3,2,5,231,184,83,84,24,21,5,6,2.2,3.85,3.21,A
498,Arsenal,Stoke,0,68,32,7,5,1,0,4,3,2,2,2,3,5,3,2,2,0,1,342,157,83,63,31,35,12,21,1.31,6.1,10.47,H
499,Liverpool,Everton,0,64,36,5,5,2,2,2,3,1,0,5,1,4,4,1,1,2,2,302,163,81,70,24,25,7,8,1.41,5.05,8.47,H
500,Man City,Stoke,2,60,40,5,6,2,1,2,5,1,0,4,2,2,2,3,4,1,0,304,198,84,78,24,40,5,13,1.31,5.91,11.67,H
501,Tottenham,Wolves,1,67,33,10,3,3,0,4,2,3,1,3,4,1,2,9,1,0,2,357,162,88,75,23,28,8,8,1.37,5.12,9.98,A
502,Man City,Watford,0,70,30,9,0,3,0,4,0,2,0,6,0,6,0,3,0,0,3,356,158,87,68,20,25,13,6,1.15,8.79,19.09,H
503,Brighton,Man City,3,32,68,5,11,2,5,2,1,1,5,2,3,2,6,3,5,3,1,159,331,74,89,23,25,8,7,15.63,8.17,1.18,A
504,Hull,West Ham,1,51,49,1,5,0,3,0,1,1,1,3,5,1,3,0,2,2,0,225,208,73,77,25,33,9,14,2.47,3.42,3.1,H
505,Huddersfield,Liverpool,1,42,58,4,4,0,1,3,0,1,3,1,0,1,2,3,2,0,0,227,317,80,80,24,26,13,10,11.49,5.36,1.33,A
