,time_casa,time_visitante,totalgolsht,possebolacasaht,possebolavisitanteht,chutescasaht,chutesvisitanteht,chutesnogolcasaht,chutesnogolvisitanteht,chutesforagolcasaht,chutesforagolvisitanteht,chutesbloqueadoscasaht,chutesbloqueadosvisitanteht,cornercasaht,cornervisitanteht,chutesdentroareacasaht,chutesdentroareavisitanteht,chutesforaareacasaht,chutesforaareavisitanteht,defesasgoleirocasaht,defesasgoleirovisitanteht,passescasaht,passesvisitanteht,passescertoscasaht,passescertosvisitanteht,duelosganhoscasaht,duelosganhosvisitanteht,disputasaereasvencidascasaht,disputasaereasvencidasvisitanteht,PSH,PSD,PSA,vencedorft
168,Burnley,Bournemouth,1,46,54,6,5,3,2,3,2,0,1,4,2,4,4,2,1,2,2,202,238,72,77,26,19,13,9,2.21,3.57,3.41,A
169,Swansea,Stoke,1,45,55,4,5,1,1,3,3,0,1,1,0,1,4,3,1,0,1,235,285,89,86,30,25,6,5,2.08,3.41,4.06,A
170,Huddersfield,Watford,0,52,48,4,3,0,2,1,0,3,1,6,3,3,2,1,1,2,0,191,188,69,73,28,21,13,7,2.72,3.14,2.9,H
171,Arsenal,Newcastle,0,50,50,5,7,0,4,3,1,2,2,4,3,3,5,2,2,4,0,257,256,88,89,22,27,4,6,1.27,6.47,12.81,H
172,Aston Villa,Arsenal,2,41,59,6,4,1,2,4,1,1,1,1,1,4,3,2,1,0,1,187,277,78,84,20,26,6,11,6.24,4.24,1.6,A
173,Bournemouth,Leicester,3,50,50,4,6,3,3,1,1,0,2,0,0,4,4,0,2,3,0,207,197,77,76,26,28,5,11,2.43,3.46,3.13,H
174,Liverpool,Arsenal,5,57,43,7,4,5,2,1,2,1,0,1,2,7,3,0,1,1,1,278,194,83,78,32,18,3,6,1.5,4.93,6.59,H
175,Burnley,Leicester,2,43,57,3,5,3,3,0,2,0,0,2,3,3,4,0,1,3,1,188,237,64,74,22,28,10,10,2.67,3.19,3.01,H
176,Chelsea,Burnley,2,63,37,10,1,5,0,2,1,3,0,5,0,5,1,5,0,0,2,350,199,87,74,19,21,7,7,1.26,6.35,14.35,H
177,Sunderland,Chelsea,1,28,72,1,7,0,2,1,4,0,1,1,4,1,2,0,5,1,0,127,302,65,85,23,28,11,7,10.45,5.72,1.33,A
178,Fulham,Man United,2,53,47,8,5,1,3,4,1,3,1,2,2,5,3,3,2,1,1,240,211,73,73,37,28,10,11,5.57,4.36,1.63,A
179,Crystal Palace,Cardiff,0,61,39,8,5,1,2,4,2,3,1,2,0,4,2,4,3,2,1,276,171,86,73,23,25,5,7,1.65,3.96,6.08,D
180,Leicester,Tottenham,2,42,58,6,6,4,3,2,1,0,2,3,4,3,3,3,3,2,1,197,268,74,82,25,22,7,5,4.86,3.98,1.78,H
181,Southampton,Man City,4,27,73,2,7,2,4,0,2,0,1,2,4,2,5,0,2,2,1,135,354,66,86,30,25,10,11,9.96,5.8,1.33,A
182,Chelsea,Sunderland,2,73,27,9,3,4,0,3,2,2,1,2,1,7,1,2,2,0,2,354,131,88,68,30,27,9,6,1.32,5.69,11.8,H
183,Crystal Palace,Arsenal,1,28,72,8,6,2,3,5,2,1,1,2,5,6,5,2,1,3,1,122,315,68,85,28,32,11,10,4.37,3.96,1.85,H
184,Newcastle,Man United,0,28,72,5,8,2,3,2,4,1,1,0,1,4,6,1,2,3,2,151,395,64,88,32,32,6,14,5.87,4.3,1.6,A
185,Wolves,Southampton,0,47,53,9,6,3,3,4,1,2,2,2,3,5,1,4,5,3,3,224,253,83,85,31,25,12,5,1.85,3.56,5.04,H
186,Sunderland,Crystal Palace,1,62,38,10,5,5,2,2,2,3,1,2,2,4,5,6,0,2,4,214,131,78,53,28,22,16,6,2.48,3.36,3.13,D
187,Man United,Crystal Palace,0,57,43,7,4,2,0,3,3,2,1,3,2,4,2,3,2,0,2,258,193,82,77,21,21,7,6,1.42,4.88,8.79,D
188,Stoke,Southampton,2,60,40,6,5,0,4,5,1,1,0,0,2,2,4,4,1,2,0,259,169,83,70,26,31,8,10,2.73,3.22,2.91,A
189,Crystal Palace,Man United,1,36,64,2,9,0,3,2,4,0,2,0,3,2,6,0,3,2,0,200,357,79,87,29,36,11,12,5.56,4.08,1.68,A
190,Brighton,Fulham,1,38,62,7,4,1,2,3,1,3,1,6,1,5,3,2,1,1,1,176,295,75,85,26,24,7,9,2.24,3.45,3.47,D
191,Bournemouth,Arsenal,2,43,57,4,10,2,3,0,6,2,1,2,3,3,5,1,5,3,1,203,267,73,78,21,25,9,11,3.53,3.84,2.1,A
192,Chelsea,Bournemouth,1,45,55,5,5,2,1,2,1,1,3,3,3,2,4,3,1,1,1,242,288,86,88,24,22,4,5,1.42,4.78,9.52,H
193,Liverpool,Swansea,0,56,44,3,3,0,0,1,3,2,0,4,1,2,2,1,1,0,0,298,228,82,82,25,29,6,8,1.48,4.55,7.95,H
194,Arsenal,Sunderland,0,57,43,18,2,5,2,6,0,7,0,8,1,9,2,9,0,2,5,276,215,88,76,19,25,9,7,1.1,13.62,28.49,H
195,Man United,Swansea,1,49,51,6,7,3,3,3,1,0,3,3,1,5,6,1,1,3,2,232,244,80,84,22,22,4,9,1.37,5.04,10.06,D
196,Huddersfield,Newcastle,0,68,32,7,2,2,1,5,1,0,0,5,1,5,1,2,1,1,2,271,129,77,59,38,28,15,14,2.73,3.05,3.08,A
197,West Brom,Norwich,0,53,47,8,5,0,0,5,3,3,2,2,2,4,2,4,3,2,2,203,176,67,69,28,30,11,8,2.31,3.24,3.6,A
198,Bournemouth,Watford,6,57,43,11,8,6,3,4,3,1,2,0,1,9,4,2,4,0,3,279,211,80,73,27,26,11,16,2.63,3.54,2.81,D
199,Stoke,Watford,1,69,31,6,6,0,1,4,2,2,3,7,1,1,4,5,2,0,0,295,131,85,73,28,18,6,5,2.1,3.38,4.03,A
200,West Brom,Man United,1,41,59,8,5,1,2,5,3,2,0,1,1,3,3,5,2,1,1,209,300,75,83,31,19,16,9,5.53,3.77,1.74,A
201,West Ham,Arsenal,1,50,50,4,5,1,2,2,2,1,1,3,1,2,3,2,2,1,1,247,245,79,76,17,29,6,7,5.08,4.1,1.72,A
202,West Brom,Everton,0,51,49,7,1,2,0,5,1,0,0,3,1,5,0,2,1,0,2,202,188,73,74,37,28,19,13,2.47,3.22,3.28,D
203,Bournemouth,Chelsea,0,30,70,6,5,3,5,2,0,1,0,2,1,3,3,3,2,5,3,174,406,77,92,20,22,8,4,5.55,4.26,1.64,H
204,Burnley,Chelsea,2,28,72,5,6,3,2,1,1,1,3,0,1,1,3,4,3,1,2,145,355,66,86,16,26,5,6,8.59,4.73,1.44,D
205,Brighton,Newcastle,0,57,43,5,7,1,2,2,4,2,1,1,2,3,4,2,3,2,1,245,178,80,74,34,27,20,9,2.78,3.1,2.96,H
206,Crystal Palace,Chelsea,1,46,54,3,4,0,1,3,1,0,2,2,1,2,1,1,3,0,0,212,250,79,78,24,37,9,9,5.85,4.3,1.62,A
207,Fulham,Huddersfield,0,34,66,4,6,0,4,3,0,1,2,2,1,3,3,1,3,4,0,176,347,68,84,23,25,14,11,2.09,3.32,4.16,H
208,Stoke,Man United,1,39,61,1,12,0,4,1,3,0,5,0,3,1,8,1,4,4,0,185,273,70,84,29,25,11,12,6.08,4.08,1.64,D
209,Man City,Burnley,1,72,28,14,4,3,0,6,3,5,1,5,0,12,3,2,1,0,2,351,132,89,70,18,25,7,10,1.1,11.96,32.7,H
210,Arsenal,Man United,3,46,54,7,2,3,2,4,0,0,0,2,2,6,1,1,1,2,0,257,291,84,85,33,26,4,5,2.06,3.67,3.81,H
211,West Ham,Everton,1,64,36,7,7,2,2,2,3,3,2,2,2,3,4,4,3,2,1,289,154,84,71,26,21,9,8,2.36,3.51,3.17,H
212,Arsenal,Burnley,0,74,26,14,5,3,3,5,2,6,0,5,2,8,3,6,2,3,3,326,109,88,61,26,23,8,5,1.22,7.35,15.7,H
213,Liverpool,Southampton,0,60,40,9,4,1,2,4,1,4,1,2,3,4,3,5,1,2,1,325,210,85,76,34,30,5,9,2.08,3.56,3.87,D
214,Southampton,Cardiff,0,67,33,3,1,1,0,1,1,1,0,4,0,2,0,1,1,0,2,282,142,79,57,30,33,10,13,1.78,3.77,5.06,A
215,Tottenham,Crystal Palace,0,61,39,12,3,4,1,5,2,3,0,8,2,6,1,6,2,1,4,248,157,80,71,24,28,5,4,1.47,4.78,7.82,H
216,Crystal Palace,West Brom,0,63,37,4,5,1,1,2,2,1,2,2,2,3,5,1,0,1,1,237,136,76,60,34,24,11,8,2.06,3.29,4.32,A
217,Arsenal,Everton,3,54,46,7,3,2,1,4,1,1,1,4,3,6,1,1,2,0,0,261,213,87,80,30,35,7,4,1.43,5.07,8.2,H
218,Brighton,Man United,0,38,62,8,4,3,0,3,0,2,4,3,3,4,0,4,4,0,3,193,316,74,86,21,19,10,4,4.8,3.59,1.88,H
219,Swansea,Everton,1,45,55,3,4,1,1,0,1,2,2,5,1,3,1,0,3,1,0,234,283,83,88,28,20,9,10,2.81,3.48,2.65,H
220,Brighton,West Ham,1,39,61,6,7,3,2,2,2,1,3,1,5,3,4,3,3,2,2,153,242,75,84,22,25,6,7,2.72,3.3,2.87,H
221,Brighton,Everton,0,47,53,3,5,0,2,1,2,2,1,1,3,2,4,1,1,2,0,216,234,74,76,32,34,12,15,3.54,3.41,2.26,H
222,Huddersfield,Burnley,2,49,51,6,7,2,4,2,3,2,0,3,0,4,4,2,3,3,2,201,204,69,75,43,34,29,21,2.17,3.18,4.08,A
223,West Ham,Man City,3,28,72,4,9,1,3,2,4,1,2,0,2,3,4,1,6,2,0,147,372,70,90,23,20,5,5,11.03,5.72,1.32,A
224,Watford,Swansea,1,54,46,6,3,3,0,3,2,0,1,0,1,5,0,1,3,0,2,329,272,86,86,32,26,14,7,1.7,3.85,5.81,A
225,Liverpool,Southampton,3,66,34,9,6,3,0,4,1,2,5,3,3,6,5,3,1,0,1,345,173,87,77,20,21,5,9,1.2,7.42,18.51,H
226,Man United,Leicester,2,71,29,11,5,3,1,2,3,6,1,4,2,5,5,6,0,0,2,289,116,83,57,37,35,16,4,2.07,3.45,4.04,D
227,Sunderland,West Ham,2,43,57,7,5,3,2,2,2,2,1,4,0,3,3,4,2,1,2,166,219,81,82,24,26,5,6,3.24,3.54,2.33,D
228,Arsenal,West Ham,2,60,40,7,8,2,3,2,3,3,2,2,1,4,3,3,5,2,2,267,173,84,76,24,30,5,8,1.38,5.52,8.77,H
229,Leicester,Arsenal,0,34,66,2,9,0,1,0,4,2,4,1,4,1,3,1,6,1,0,152,286,63,81,26,39,14,14,2.92,3.6,2.5,D
230,Chelsea,Cardiff,3,76,24,12,3,4,1,6,2,2,0,4,4,10,3,2,0,0,2,314,93,86,53,24,27,9,14,1.19,7.4,18.5,H
231,Everton,West Ham,2,47,53,4,0,3,0,1,0,0,0,1,4,4,0,0,0,0,1,231,250,80,77,29,33,13,15,2.33,3.38,3.39,H
232,Arsenal,Crystal Palace,4,63,37,10,4,6,2,1,1,3,1,3,7,8,2,2,2,2,2,356,187,88,82,29,22,8,12,1.49,4.73,7.19,H
233,Hull,Man United,0,37,63,5,11,2,4,2,4,1,3,0,1,2,7,3,4,3,2,213,345,81,88,21,29,5,10,8.35,4.6,1.46,A
234,West Ham,Chelsea,1,49,51,3,3,0,2,1,0,2,1,3,1,1,3,2,0,1,0,260,277,84,84,27,27,10,10,5.75,4.3,1.63,A
235,Leicester,West Ham,1,43,57,8,13,3,3,4,6,1,4,5,2,6,8,2,5,3,3,165,232,65,76,21,37,8,23,2.1,3.56,3.8,H
236,Man United,Bournemouth,1,55,45,3,8,1,3,1,2,1,3,1,5,3,5,0,3,3,0,254,195,83,78,23,23,6,6,1.29,6.26,11.64,H
237,Swansea,Tottenham,1,27,73,2,3,0,1,2,2,0,0,1,0,1,2,1,1,0,0,160,420,73,90,19,26,3,9,10.54,5.51,1.34,A
238,Middlesbrough,Bournemouth,1,43,57,6,8,1,2,4,3,1,3,2,4,3,3,3,5,1,0,189,245,82,84,25,23,5,5,2.57,3.15,3.19,H
239,Everton,Stoke,0,59,41,10,3,4,0,2,3,4,0,5,0,4,0,6,3,0,3,262,186,83,76,33,44,9,16,1.74,3.79,5.55,H
240,West Ham,Everton,2,45,55,3,9,1,7,2,1,0,1,2,3,0,9,3,0,5,1,206,243,77,81,26,37,8,15,2.6,3.41,2.93,A
241,Leicester,Tottenham,2,34,66,2,12,2,5,0,5,0,2,0,4,1,7,1,5,3,2,169,318,73,86,26,30,5,8,4.44,3.78,1.88,A
242,Middlesbrough,Man United,1,60,40,5,10,1,4,2,3,2,3,4,3,4,7,1,3,3,1,275,182,82,75,28,28,10,13,5.97,3.8,1.69,A
243,Southampton,Leicester,3,55,45,5,11,1,8,2,0,2,3,5,6,3,6,2,5,3,1,215,176,81,74,26,28,9,9,2.1,3.45,3.95,A
244,Chelsea,Burnley,4,76,24,13,5,6,2,4,2,3,1,4,1,7,3,6,2,0,3,330,101,88,58,23,19,14,6,1.25,6.33,13.71,D
245,Watford,Everton,0,55,45,4,3,0,1,2,1,2,1,2,3,0,2,4,1,2,0,226,180,75,66,34,27,12,7,2.23,3.42,3.57,H
246,Newcastle,Everton,1,50,50,9,4,2,3,3,1,4,0,2,0,4,3,5,1,2,2,262,260,84,80,32,33,17,15,2.41,3.29,3.32,A
247,Crystal Palace,Man United,0,39,61,5,2,4,1,0,1,1,0,4,2,5,1,0,1,1,4,172,274,78,87,23,22,3,1,4.02,3.46,2.08,D
248,Man City,Burnley,1,78,22,9,3,6,0,2,1,1,2,2,1,7,1,2,2,0,5,395,106,88,62,16,15,2,4,1.12,12.2,23.0,H
249,Man United,Huddersfield,1,74,26,10,3,5,0,2,3,3,0,4,1,7,2,3,1,0,4,395,130,87,63,22,27,7,6,1.23,6.79,13.8,H
250,Tottenham,West Ham,0,73,27,12,0,3,0,5,0,4,0,4,0,6,0,6,0,0,3,376,137,84,66,22,23,8,8,1.26,6.25,12.7,D
251,Middlesbrough,Tottenham,2,41,59,3,9,0,4,1,2,2,3,1,5,2,6,1,3,2,0,193,268,76,84,31,30,6,6,3.73,3.48,2.15,A
252,Stoke,West Brom,1,61,39,6,7,3,4,2,2,1,1,4,2,3,5,3,2,3,2,267,164,85,83,27,22,8,6,1.95,3.5,4.5,A
253,West Ham,Liverpool,2,43,57,2,3,0,3,2,0,0,0,1,2,1,3,1,0,2,0,218,293,75,82,23,22,5,6,5.53,4.29,1.65,A
254,Leicester,Crystal Palace,2,57,43,5,8,1,4,2,1,2,3,3,0,4,6,1,2,2,1,257,204,77,75,33,31,11,9,1.88,3.7,4.55,A
255,Tottenham,Swansea,2,66,34,12,0,6,0,2,0,4,0,3,0,6,0,6,0,0,4,300,149,85,68,31,30,10,6,1.36,5.45,9.64,H
256,Watford,West Brom,1,71,29,6,5,1,1,3,3,2,1,2,1,4,3,2,2,1,0,307,117,89,68,25,20,9,7,2.56,3.16,3.19,H
257,Liverpool,Stoke,0,65,35,7,1,1,0,4,1,2,0,0,2,5,1,2,0,0,1,297,154,80,62,18,27,5,15,1.32,5.85,10.1,D
258,Stoke,Burnley,2,68,32,6,8,2,1,3,4,1,3,3,3,5,4,1,4,1,0,272,124,80,65,34,24,16,15,1.64,4.1,6.03,H
259,West Brom,Crystal Palace,0,45,55,7,7,2,2,4,2,1,3,3,6,5,6,2,1,2,2,163,198,69,75,28,31,13,14,2.52,3.17,3.25,D
260,Tottenham,West Brom,2,77,23,10,0,4,0,4,0,2,0,7,0,6,0,5,0,0,3,352,103,89,58,29,18,6,6,1.32,5.51,12.56,H
261,Hull,Southampton,1,38,62,1,6,0,4,1,1,0,1,0,2,1,4,0,2,3,0,207,347,78,87,21,20,9,9,5.73,3.88,1.7,H
262,Wolves,Huddersfield,1,45,55,5,7,0,4,3,1,2,2,2,4,1,4,4,3,3,0,210,255,71,77,28,44,11,19,1.51,4.16,8.2,A
263,Bournemouth,Newcastle,1,55,45,2,4,0,3,2,0,0,1,2,1,2,0,0,4,2,0,256,208,77,75,22,26,6,7,2.13,3.45,3.79,D
264,Man United,Sunderland,1,66,34,12,8,4,3,6,2,2,3,3,2,6,4,6,4,3,3,349,180,90,77,12,12,4,2,1.24,6.95,15.0,H
265,Tottenham,Everton,1,58,42,8,5,4,0,2,3,2,2,2,2,4,3,4,2,0,3,245,176,82,73,36,29,12,10,1.28,6.02,13.69,H
266,West Ham,Burnley,1,70,30,14,3,5,0,7,1,2,2,4,1,7,0,7,3,0,4,303,130,84,55,33,20,23,11,1.65,4.13,5.82,H
267,Bournemouth,Newcastle,2,57,43,7,10,1,3,5,4,1,3,1,1,2,4,5,6,1,1,288,221,82,74,28,34,13,11,2.11,3.49,3.85,D
268,Fulham,Watford,1,58,42,3,6,1,4,1,1,1,1,3,6,3,5,0,1,3,1,234,162,75,69,24,24,11,11,2.48,3.49,2.92,D
269,Leicester,Watford,1,48,52,4,5,1,3,1,2,2,0,6,0,2,3,2,2,3,1,196,218,71,78,28,23,17,8,1.61,4.16,6.38,H
270,Chelsea,Fulham,1,68,32,7,2,3,1,0,1,4,0,3,3,4,0,3,2,1,2,423,195,90,74,26,22,8,6,1.18,7.92,15.58,H
271,Man United,Watford,1,56,44,5,8,2,3,1,2,2,3,2,2,2,6,3,2,3,1,264,201,80,80,27,28,7,13,1.45,4.85,7.5,H
272,Crystal Palace,Watford,2,45,55,6,4,2,2,2,2,2,0,4,1,1,3,5,1,1,1,168,209,65,73,29,29,14,9,2.24,3.28,3.71,A
273,Crystal Palace,Stoke,2,58,42,7,1,4,0,2,1,1,0,6,1,4,0,3,1,0,2,242,176,83,73,37,36,9,11,2.09,3.37,4.08,H
274,Chelsea,Arsenal,0,53,47,8,4,4,1,2,2,2,1,2,2,1,2,7,2,1,4,247,211,81,80,30,28,7,5,2.45,3.51,3.06,H
275,Bournemouth,Wolves,1,50,50,2,3,1,0,1,1,0,2,2,4,2,1,0,2,0,0,226,213,79,78,28,26,10,4,2.88,3.31,2.69,D
276,Cardiff,Leicester,0,39,61,4,6,1,3,2,2,1,1,0,5,1,5,3,1,2,1,146,216,67,79,30,32,16,18,3.85,3.37,2.16,A
277,Man City,Stoke,4,83,17,11,2,6,1,5,1,0,0,3,0,8,1,3,1,0,3,501,99,91,54,26,16,13,5,1.16,9.0,19.9,H
278,Watford,Man United,1,41,59,6,8,3,0,2,6,1,2,0,3,4,5,2,3,0,2,162,225,68,83,24,28,9,13,5.8,4.12,1.65,H
279,Liverpool,Leicester,0,70,30,20,3,3,1,8,2,9,0,5,2,9,2,11,1,1,3,280,122,79,51,30,32,16,13,1.95,3.87,4.0,H
280,Man United,Arsenal,0,40,60,6,4,3,0,3,3,0,1,5,1,2,1,4,3,0,3,207,314,77,83,21,34,7,11,2.61,3.33,2.97,D
281,Everton,Stoke,1,63,37,4,4,2,0,2,3,0,1,2,4,1,1,3,3,0,1,280,150,81,75,21,20,10,7,1.7,3.83,5.81,H
282,Chelsea,Newcastle,3,63,37,10,4,3,2,6,0,1,2,5,1,9,2,1,2,1,1,337,196,84,72,38,23,15,7,1.26,6.45,14.0,H
283,Brighton,Southampton,0,47,53,6,6,0,1,4,3,2,2,2,4,2,5,4,1,1,0,196,212,67,68,38,28,16,13,2.6,3.14,3.13,A
284,Liverpool,Man City,0,42,58,2,1,0,0,2,0,0,1,2,4,2,1,0,0,0,0,241,316,83,88,20,15,3,2,2.56,3.56,2.85,D
285,Leicester,Southampton,2,54,46,4,6,2,3,1,2,1,1,6,2,3,5,1,1,1,1,189,163,66,63,26,36,9,20,1.93,3.59,4.43,A
286,Newcastle,Aston Villa,1,50,50,3,3,3,2,0,1,0,0,2,1,3,1,0,2,2,2,208,211,69,72,30,20,11,4,2.03,3.58,4.02,D
287,Sunderland,Southampton,2,45,55,2,5,0,2,0,2,2,1,3,0,1,4,1,1,0,0,226,270,76,82,23,22,13,7,3.92,3.54,2.07,A
288,Swansea,Watford,1,43,57,5,6,0,2,2,2,3,2,2,2,4,3,1,3,1,0,185,255,74,82,33,38,12,20,2.43,3.29,3.28,A
289,Newcastle,Bournemouth,0,48,52,12,7,3,2,6,2,3,3,5,3,6,4,6,3,2,3,205,227,80,78,28,28,13,18,1.99,3.47,4.36,A
290,Crystal Palace,Burnley,1,58,42,6,7,1,2,3,2,2,3,7,3,6,4,0,3,1,1,212,152,74,67,26,29,10,19,1.8,3.63,5.02,A
291,Watford,Man City,1,28,72,3,10,2,5,1,3,0,2,0,6,2,8,1,2,4,2,146,369,63,87,26,23,13,10,9.74,5.98,1.31,A
292,Arsenal,Tottenham,2,47,53,4,5,2,2,1,3,1,0,4,0,3,4,1,1,2,0,223,247,69,76,32,26,11,5,2.5,3.62,2.92,H
293,Man United,Bournemouth,1,64,36,2,2,1,0,1,0,0,2,3,0,2,1,0,1,0,0,303,164,90,75,22,22,3,5,1.67,4.13,5.61,H
294,Crystal Palace,Tottenham,1,31,69,5,9,0,4,2,3,3,2,1,5,3,5,3,4,4,0,142,327,65,82,26,31,8,11,3.63,3.4,2.22,A
295,Man City,Swansea,2,85,15,6,2,6,1,0,0,0,1,2,0,4,0,2,2,1,4,582,93,93,63,20,21,6,5,1.14,9.66,23.8,H
296,Swansea,Leicester,2,61,39,1,5,0,4,1,1,0,0,1,3,1,4,0,1,2,0,308,192,84,71,33,17,11,5,2.68,3.44,2.8,A
297,Leicester,Man United,2,32,68,5,9,1,5,1,2,3,2,3,2,4,8,1,1,3,1,139,295,59,82,26,49,11,29,5.95,3.89,1.68,A
298,Bournemouth,Man City,3,43,57,6,11,1,4,3,7,2,0,1,3,5,6,1,5,1,1,218,288,81,86,26,24,6,5,3.7,3.65,2.1,A
299,Norwich,Everton,1,45,55,2,7,0,2,2,5,0,0,2,2,1,6,1,1,1,0,237,287,79,85,14,19,3,6,2.92,3.56,2.52,D
300,Bournemouth,Chelsea,0,37,63,1,12,0,3,0,3,1,6,3,5,1,9,0,3,3,0,207,354,82,91,18,19,6,10,5.59,4.29,1.65,A
301,Bournemouth,Swansea,1,52,48,5,6,1,1,4,3,0,2,1,2,3,4,3,2,1,1,252,222,85,80,26,27,4,8,2.15,3.51,3.7,H
302,Arsenal,Middlesbrough,0,72,28,3,8,1,3,2,2,0,3,6,1,0,6,3,2,3,1,336,131,85,64,30,30,11,12,1.27,6.28,13.55,D
303,Fulham,Leicester,1,43,57,11,7,6,2,2,4,3,1,3,6,6,6,5,1,2,5,146,184,66,69,29,25,18,8,3.06,3.51,2.45,D
304,Man United,Chelsea,1,59,41,4,1,1,0,3,1,0,0,1,0,1,0,3,1,0,0,247,168,79,73,38,26,8,6,2.67,3.2,3.0,H
305,Man United,West Ham,0,61,39,10,5,0,1,5,3,5,1,3,2,6,3,4,2,1,0,212,140,81,71,28,34,6,11,1.43,4.7,9.06,D
306,Huddersfield,Crystal Palace,1,52,48,5,4,0,2,4,0,1,2,0,0,5,3,0,1,1,0,246,224,85,86,32,16,10,7,3.25,3.23,2.48,A
307,Tottenham,Brighton,0,76,24,14,1,2,0,4,0,8,1,2,3,4,1,10,0,0,2,335,103,89,55,37,25,16,9,1.29,5.63,12.65,H
308,Liverpool,Swansea,1,52,48,8,3,2,2,4,0,2,1,1,0,3,3,5,0,2,1,310,284,87,85,31,21,6,4,1.16,9.12,21.04,H
309,West Brom,Swansea,0,40,60,7,4,1,2,4,0,2,2,0,5,3,3,4,1,2,1,176,251,74,82,20,30,7,11,2.06,3.5,4.04,H
310,Arsenal,West Brom,2,71,29,8,2,3,0,4,1,1,1,0,4,2,2,6,0,0,0,361,132,88,67,40,24,12,6,1.25,6.45,14.75,H
311,Stoke,Man City,2,39,61,5,7,1,4,3,1,1,2,3,4,3,6,2,1,2,1,156,242,75,84,32,38,11,11,5.47,3.96,1.71,A
312,Middlesbrough,Arsenal,1,31,69,5,3,0,2,3,0,2,1,0,3,1,2,4,1,1,0,127,276,67,86,38,33,13,14,6.72,4.39,1.55,A
313,West Ham,Southampton,1,61,39,9,4,4,0,2,2,3,2,1,1,3,2,6,2,0,3,290,173,79,73,46,22,14,7,2.33,3.72,3.09,H
314,Everton,Watford,1,55,45,6,8,2,1,3,4,1,3,3,1,5,6,1,2,1,1,215,173,80,68,26,42,12,14,1.77,3.93,4.99,D
315,Everton,Newcastle,0,68,32,7,3,0,1,4,1,3,1,4,0,6,1,1,2,1,0,316,153,82,61,28,28,14,11,2.31,3.35,3.46,H
316,Swansea,Watford,0,47,53,3,5,1,1,1,2,1,2,3,2,0,1,3,4,1,1,211,237,73,78,24,25,9,10,2.33,3.35,3.42,D
317,Burnley,Crystal Palace,2,42,58,5,7,3,3,1,3,1,1,2,4,3,5,2,2,3,0,181,237,71,79,24,27,12,12,3.42,3.37,2.32,H
318,Liverpool,Sunderland,0,79,21,10,4,3,1,7,1,0,2,3,3,4,1,6,3,1,3,382,97,89,63,20,29,4,9,1.19,8.68,16.06,H
319,West Brom,Watford,1,55,45,9,5,1,2,4,2,4,1,4,1,5,2,4,3,1,1,222,194,74,66,28,28,10,12,2.36,3.23,3.49,A
320,Chelsea,Man United,2,47,53,6,7,2,2,2,2,2,3,4,3,6,5,0,2,2,0,242,264,80,83,24,26,2,9,2.24,3.31,3.68,H
321,Man City,Arsenal,1,59,41,4,4,2,1,1,3,1,0,2,4,2,2,2,2,1,2,324,215,86,79,23,15,4,1,1.43,5.2,7.69,H
322,Brighton,Leicester,1,51,49,5,2,2,1,1,1,2,0,3,0,3,2,2,0,1,1,222,214,81,78,19,25,5,10,2.89,3.25,2.74,D
323,Watford,Burnley,0,60,40,8,2,3,0,3,1,2,1,7,0,5,2,3,0,0,3,212,143,74,64,27,28,15,14,2.32,3.05,3.49,A
324,Crystal Palace,Man United,1,29,71,4,2,2,1,2,1,0,0,2,0,2,1,2,1,1,1,144,358,62,86,26,30,9,11,6.63,4.24,1.58,A
325,Bournemouth,Everton,1,57,43,9,7,1,2,5,2,3,3,4,2,5,2,4,5,2,0,211,157,83,76,27,24,7,10,3.79,3.57,2.1,H
326,Newcastle,Tottenham,3,39,61,7,9,1,2,3,4,3,3,1,2,4,8,3,1,0,0,203,313,71,84,38,24,13,11,3.83,3.57,2.08,A
327,Chelsea,Huddersfield,0,76,24,6,0,2,0,3,0,1,0,4,0,4,0,2,0,0,2,425,134,88,60,32,30,9,12,1.19,7.77,20.17,D
328,Swansea,Crystal Palace,1,60,40,5,6,1,0,2,4,2,2,2,3,4,4,1,2,0,0,251,166,84,72,27,34,8,9,2.26,3.28,3.67,D
329,Crystal Palace,Tottenham,0,28,72,4,5,1,1,3,3,0,1,5,2,3,4,1,1,1,1,135,349,67,86,20,22,7,6,4.48,3.67,1.91,A
330,Man City,Watford,1,66,34,8,2,5,1,3,1,0,0,3,1,5,0,3,2,1,4,281,140,83,69,33,25,11,7,1.28,6.4,12.25,H
331,Man United,Liverpool,0,40,60,3,4,2,1,0,2,1,1,2,2,1,2,2,2,1,2,168,242,74,83,31,40,11,14,3.16,3.63,2.35,D
332,Liverpool,Watford,2,62,38,4,1,3,1,0,0,1,0,6,0,3,1,1,0,1,1,311,193,82,71,24,29,8,10,1.2,7.85,15.95,H
333,Burnley,Stoke,0,49,51,5,7,0,3,2,3,3,1,4,3,3,4,2,3,3,0,182,184,64,65,33,35,17,23,2.3,3.25,3.6,H
334,Wolves,Leicester,2,45,55,8,10,5,3,1,2,2,5,3,6,6,6,2,4,3,3,177,212,72,71,39,37,16,17,2.38,3.21,3.48,H
335,Southampton,Liverpool,2,47,53,6,12,0,6,4,1,2,5,2,4,4,7,2,5,4,0,217,246,83,82,27,25,6,9,2.71,3.29,2.88,H
336,Swansea,Newcastle,1,58,42,9,4,3,2,3,2,3,0,3,3,2,1,7,3,2,2,270,198,89,81,22,15,3,3,1.94,3.66,4.3,H
