;HomeTeam;AwayTeam;FTR;B365H;B365D;B365A;Div;Date
4552;Stoke;Sunderland;D;1.91;3.5;4.75;E0;2015-04-25
4553;West Brom;Liverpool;D;4.0;3.6;2.0;E0;2015-04-25
4554;Arsenal;Chelsea;D;2.4;3.3;3.3;E0;2015-04-26
4555;Everton;Man United;H;3.75;3.4;2.15;E0;2015-04-26
4556;Hull;Liverpool;H;4.33;3.4;2.0;E0;2015-04-28
4557;Leicester;Chelsea;A;5.75;3.8;1.7;E0;2015-04-29
4558;Aston Villa;Everton;H;2.75;3.3;2.8;E0;2015-05-02
4559;Leicester;Newcastle;H;1.91;3.7;4.33;E0;2015-05-02
4560;Liverpool;QPR;H;1.36;5.25;10.0;E0;2015-05-02
4561;Man United;West Brom;A;1.36;5.25;10.0;E0;2015-05-02
4562;Sunderland;Southampton;H;4.2;3.4;2.05;E0;2015-05-02
4563;Swansea;Stoke;H;2.3;3.4;3.4;E0;2015-05-02
4564;West Ham;Burnley;H;2.25;3.5;3.4;E0;2015-05-02
4565;Chelsea;Crystal Palace;H;1.36;5.25;10.0;E0;2015-05-03
4566;Tottenham;Man City;A;3.75;3.75;2.05;E0;2015-05-03
4567;Hull;Arsenal;A;5.5;4.0;1.7;E0;2015-05-04
4568;Aston Villa;West Ham;H;1.91;3.7;4.33;E0;2015-05-09
4569;Crystal Palace;Man United;A;4.5;3.6;1.91;E0;2015-05-09
4570;Everton;Sunderland;A;1.8;3.75;5.0;E0;2015-05-09
4571;Hull;Burnley;A;1.95;3.5;4.5;E0;2015-05-09
4572;Leicester;Southampton;H;2.6;3.4;2.9;E0;2015-05-09
4573;Newcastle;West Brom;D;2.55;3.3;3.0;E0;2015-05-09
4574;Stoke;Tottenham;H;2.9;3.4;2.6;E0;2015-05-09
4575;Chelsea;Liverpool;D;2.1;3.5;3.8;E0;2015-05-10
4576;Man City;QPR;H;1.22;7.5;13.0;E0;2015-05-10
4577;Arsenal;Swansea;A;1.3;6.0;11.0;E0;2015-05-11
4578;Burnley;Stoke;D;2.7;3.3;2.88;E0;2015-05-16
4579;Liverpool;Crystal Palace;A;1.45;4.75;8.0;E0;2015-05-16
4580;QPR;Newcastle;H;3.1;3.5;2.4;E0;2015-05-16
4581;Southampton;Aston Villa;H;1.75;3.8;5.25;E0;2015-05-16
4582;Sunderland;Leicester;D;2.8;3.3;2.75;E0;2015-05-16
4583;Tottenham;Hull;H;1.8;3.8;4.75;E0;2015-05-16
4584;West Ham;Everton;A;2.9;3.4;2.6;E0;2015-05-16
4585;Man United;Arsenal;D;2.45;3.5;3.0;E0;2015-05-17
4586;Swansea;Man City;A;4.75;4.2;1.75;E0;2015-05-17
4587;West Brom;Chelsea;H;4.1;3.5;2.0;E0;2015-05-18
4588;Arsenal;Sunderland;D;1.3;6.0;11.0;E0;2015-05-20
4589;Arsenal;West Brom;H;1.4;5.25;8.5;E0;2015-05-24
4590;Aston Villa;Burnley;A;2.1;3.6;3.75;E0;2015-05-24
4591;Chelsea;Sunderland;H;1.36;5.25;9.5;E0;2015-05-24
4592;Crystal Palace;Swansea;H;2.25;3.6;3.3;E0;2015-05-24
4593;Everton;Tottenham;A;2.4;3.6;3.0;E0;2015-05-24
4594;Hull;Man United;D;3.2;3.75;2.25;E0;2015-05-24
4595;Leicester;QPR;H;1.6;4.33;6.0;E0;2015-05-24
4596;Man City;Southampton;H;1.57;4.5;6.0;E0;2015-05-24
4597;Newcastle;West Ham;H;1.83;4.0;4.33;E0;2015-05-24
4598;Stoke;Liverpool;H;3.5;3.6;2.15;E0;2015-05-24
4599;Nijmegen;Zwolle;D;2.75;3.3;2.5;N1;2016-08-05
4600;Den Haag;Go Ahead Eagles;H;1.7;3.5;5.25;N1;2016-08-06
4601;Twente;Excelsior;A;1.67;3.75;5.0;N1;2016-08-06
4602;Utrecht;PSV Eindhoven;A;3.6;3.75;1.91;N1;2016-08-06
4603;Willem II;Vitesse;A;3.2;3.4;2.2;N1;2016-08-06
4604;AZ Alkmaar;Heerenveen;D;1.7;3.6;5.0;N1;2016-08-07
4605;Groningen;Feyenoord;A;3.75;3.5;1.95;N1;2016-08-07
4606;Roda;Heracles;D;2.3;3.4;3.0;N1;2016-08-07
4607;Sparta Rotterdam;Ajax;A;5.5;4.0;1.57;N1;2016-08-07
4608;Heerenveen;Utrecht;D;2.63;3.6;2.45;N1;2016-08-12
4609;Ajax;Roda;D;1.22;7.0;10.0;N1;2016-08-13
4610;Excelsior;Groningen;H;2.5;3.4;2.7;N1;2016-08-13
4611;Vitesse;Den Haag;A;1.7;3.75;4.75;N1;2016-08-13
4612;Zwolle;Sparta Rotterdam;A;1.7;3.6;5.0;N1;2016-08-13
4613;Feyenoord;Twente;H;1.22;6.5;11.0;N1;2016-08-14
4614;Go Ahead Eagles;Nijmegen;D;2.2;3.4;3.2;N1;2016-08-14
4615;Heracles;Willem II;H;1.8;3.6;4.33;N1;2016-08-14
4616;PSV Eindhoven;AZ Alkmaar;H;1.4;4.75;7.0;N1;2016-08-14
4617;Excelsior;Den Haag;A;3.25;3.4;2.15;N1;2016-08-19
4618;Ajax;Willem II;A;1.25;5.5;12.0;N1;2016-08-20
4619;Nijmegen;Heerenveen;H;2.63;3.4;2.55;N1;2016-08-20
4620;Roda;Vitesse;A;3.2;3.5;2.15;N1;2016-08-20
4621;Zwolle;PSV Eindhoven;A;6.0;4.33;1.5;N1;2016-08-20
4622;Groningen;Twente;A;2.0;3.5;3.6;N1;2016-08-21
4623;Heracles;Feyenoord;A;4.33;4.0;1.73;N1;2016-08-21
4624;Sparta Rotterdam;Go Ahead Eagles;H;1.73;3.75;4.5;N1;2016-08-21
4625;Utrecht;AZ Alkmaar;A;2.3;3.5;2.9;N1;2016-08-21
4626;Vitesse;Utrecht;D;1.91;3.6;3.75;N1;2016-08-26
4627;Feyenoord;Excelsior;H;1.18;6.5;15.0;N1;2016-08-27
4628;Heerenveen;Zwolle;H;2.0;3.5;3.6;N1;2016-08-27
4629;Twente;Sparta Rotterdam;H;1.91;3.75;3.6;N1;2016-08-27
4630;Willem II;Roda;D;1.95;3.6;3.6;N1;2016-08-27
4631;AZ Alkmaar;Nijmegen;H;1.33;5.25;8.0;N1;2016-08-28
4632;Den Haag;Heracles;D;1.95;3.5;3.75;N1;2016-08-28
4633;Go Ahead Eagles;Ajax;A;8.0;4.75;1.36;N1;2016-08-28
4634;PSV Eindhoven;Groningen;D;1.18;6.5;15.0;N1;2016-08-28
4635;AZ Alkmaar;Willem II;H;1.44;4.75;6.0;N1;2016-09-10
4636;Excelsior;Heracles;H;3.1;3.4;2.25;N1;2016-09-10
4637;Heerenveen;Twente;H;1.75;3.75;4.33;N1;2016-09-10
4638;Nijmegen;PSV Eindhoven;A;8.0;5.25;1.33;N1;2016-09-10
4639;Zwolle;Utrecht;D;2.6;3.4;2.6;N1;2016-09-10
4640;Ajax;Vitesse;H;1.5;4.5;5.75;N1;2016-09-11
4641;Feyenoord;Den Haag;H;1.36;5.25;7.0;N1;2016-09-11
4642;Go Ahead Eagles;Roda;H;2.7;3.5;2.45;N1;2016-09-11
4643;Groningen;Sparta Rotterdam;D;2.25;3.4;3.1;N1;2016-09-11
4644;Utrecht;Groningen;A;1.57;4.0;5.5;N1;2016-09-16
4645;Roda;Heerenveen;A;2.75;3.3;2.5;N1;2016-09-17
4646;Twente;Den Haag;H;2.45;3.6;2.63;N1;2016-09-17
4647;Vitesse;Go Ahead Eagles;H;1.36;4.75;8.0;N1;2016-09-17
4648;Willem II;Excelsior;D;1.62;4.0;5.0;N1;2016-09-17
4649;Heracles;Ajax;A;4.75;4.0;1.65;N1;2016-09-18
4650;PSV Eindhoven;Feyenoord;A;1.7;3.75;4.75;N1;2016-09-18
4651;Sparta Rotterdam;Nijmegen;H;1.85;3.8;3.8;N1;2016-09-18
4652;Zwolle;AZ Alkmaar;A;3.3;3.6;2.05;N1;2016-09-18
4653;Ajax;Zwolle;H;1.22;6.5;11.0;N1;2016-09-24
4654;AZ Alkmaar;Go Ahead Eagles;D;1.25;6.0;10.0;N1;2016-09-24
4655;Den Haag;Heerenveen;A;2.2;3.4;3.2;N1;2016-09-24
4656;Excelsior;PSV Eindhoven;A;8.5;5.0;1.33;N1;2016-09-24
4657;Groningen;Heracles;D;2.05;3.4;3.5;N1;2016-09-24
4658;Feyenoord;Roda;H;1.2;6.0;15.0;N1;2016-09-25
4659;Nijmegen;Willem II;D;2.5;3.3;2.75;N1;2016-09-25
4660;Twente;Vitesse;H;3.2;3.5;2.15;N1;2016-09-25
4661;Utrecht;Sparta Rotterdam;H;1.8;3.6;4.33;N1;2016-09-25
4662;Zwolle;Den Haag;H;2.3;3.4;3.0;N1;2016-09-30
4663;Go Ahead Eagles;Excelsior;H;2.3;3.4;3.0;N1;2016-10-01
4664;Heerenveen;PSV Eindhoven;D;4.75;4.33;1.62;N1;2016-10-01
4665;Roda;Nijmegen;A;2.05;3.3;3.6;N1;2016-10-01
4666;Vitesse;Groningen;H;1.62;4.33;4.75;N1;2016-10-01
4667;Ajax;Utrecht;H;1.33;5.0;8.5;N1;2016-10-02
4668;Heracles;Twente;D;2.05;3.4;3.5;N1;2016-10-02
4669;Sparta Rotterdam;AZ Alkmaar;D;3.0;3.5;2.25;N1;2016-10-02
4670;Willem II;Feyenoord;A;6.0;4.33;1.5;N1;2016-10-02
4671;AZ Alkmaar;Vitesse;D;1.95;3.5;3.8;N1;2016-10-15
4672;Groningen;Heerenveen;A;2.5;3.4;2.7;N1;2016-10-15
4673;PSV Eindhoven;Heracles;D;1.18;7.0;13.0;N1;2016-10-15
4674;Sparta Rotterdam;Willem II;D;2.05;3.5;3.4;N1;2016-10-15
4675;Utrecht;Go Ahead Eagles;H;1.44;4.33;7.0;N1;2016-10-15
4676;Den Haag;Ajax;A;7.5;4.1;1.45;N1;2016-10-16
4677;Excelsior;Roda;A;2.2;3.4;3.2;N1;2016-10-16
4678;Nijmegen;Feyenoord;A;7.0;4.75;1.4;N1;2016-10-16
4679;Twente;Zwolle;D;2.0;3.6;3.5;N1;2016-10-16
4680;Excelsior;Zwolle;A;2.38;3.25;3.0;N1;2016-10-21
4681;Go Ahead Eagles;Twente;A;3.0;3.4;2.3;N1;2016-10-22
4682;PSV Eindhoven;Sparta Rotterdam;H;1.17;7.0;15.0;N1;2016-10-22
4683;Roda;Den Haag;D;2.45;3.5;2.7;N1;2016-10-22
4684;Willem II;Utrecht;A;2.7;3.4;2.5;N1;2016-10-22
4685;Feyenoord;Ajax;D;2.3;3.5;2.88;N1;2016-10-23
4686;Groningen;AZ Alkmaar;H;3.4;3.6;2.05;N1;2016-10-23
4687;Heerenveen;Heracles;H;1.62;4.2;4.75;N1;2016-10-23
4688;Nijmegen;Vitesse;D;4.0;3.6;1.85;N1;2016-10-23
4689;Twente;Roda;D;1.53;4.0;6.0;N1;2016-10-28
4690;Ajax;Excelsior;H;1.14;8.0;15.0;N1;2016-10-29
4691;Heracles;Sparta Rotterdam;D;2.05;3.4;3.5;N1;2016-10-29
4692;Vitesse;PSV Eindhoven;A;4.2;3.7;1.8;N1;2016-10-29
4693;Willem II;Groningen;H;2.1;3.5;3.3;N1;2016-10-29
4694;Den Haag;AZ Alkmaar;A;3.4;3.4;2.1;N1;2016-10-30
4695;Feyenoord;Heerenveen;D;1.44;4.5;6.5;N1;2016-10-30
4696;Utrecht;Nijmegen;D;1.53;3.8;6.5;N1;2016-10-30
4697;Zwolle;Go Ahead Eagles;H;1.67;4.0;4.75;N1;2016-10-30
4698;Sparta Rotterdam;Heerenveen;H;3.2;3.4;2.2;N1;2016-11-04
4699;Den Haag;Willem II;H;2.1;3.5;3.3;N1;2016-11-05
4700;Nijmegen;Groningen;D;2.4;3.4;2.8;N1;2016-11-05
4701;PSV Eindhoven;Twente;D;1.22;6.5;11.0;N1;2016-11-05
4702;Zwolle;Roda;D;1.67;3.8;5.0;N1;2016-11-05
4703;AZ Alkmaar;Ajax;D;3.6;3.75;1.91;N1;2016-11-06
4704;Go Ahead Eagles;Feyenoord;H;9.0;5.0;1.33;N1;2016-11-06
4705;Utrecht;Excelsior;H;1.44;4.2;7.5;N1;2016-11-06
4706;Vitesse;Heracles;A;1.55;4.2;5.5;N1;2016-11-06
4707;Excelsior;Sparta Rotterdam;H;2.75;3.4;2.45;N1;2016-11-19
4708;Groningen;Den Haag;H;1.91;3.6;3.8;N1;2016-11-19
4709;Heerenveen;Vitesse;D;2.05;3.5;3.4;N1;2016-11-19
4710;Heracles;Go Ahead Eagles;H;1.6;4.0;5.25;N1;2016-11-19
4711;Willem II;PSV Eindhoven;D;7.0;4.75;1.4;N1;2016-11-19
4712;Ajax;Nijmegen;H;1.17;7.0;15.0;N1;2016-11-20
4713;Feyenoord;Zwolle;H;1.25;5.75;11.0;N1;2016-11-20
4714;Roda;AZ Alkmaar;D;4.75;3.6;1.73;N1;2016-11-20
4715;Twente;Utrecht;D;2.2;3.5;3.1;N1;2016-11-20
4716;Go Ahead Eagles;Willem II;A;2.8;3.25;2.5;N1;2016-11-25
4717;Nijmegen;Twente;H;3.0;3.5;2.25;N1;2016-11-26
4718;PSV Eindhoven;Den Haag;H;1.17;7.0;15.0;N1;2016-11-26
4719;Vitesse;Excelsior;D;1.4;4.5;7.5;N1;2016-11-26
4720;Zwolle;Groningen;A;2.2;3.4;3.2;N1;2016-11-26
4721;AZ Alkmaar;Heracles;H;1.57;4.0;5.5;N1;2016-11-27
4722;Heerenveen;Ajax;A;4.2;3.75;1.8;N1;2016-11-27
4723;Sparta Rotterdam;Roda;D;1.73;3.75;4.5;N1;2016-11-27
4724;Utrecht;Feyenoord;D;3.5;3.6;2.0;N1;2016-11-27
4725;Heracles;Nijmegen;H;1.95;3.5;3.75;N1;2016-12-02
4726;Excelsior;AZ Alkmaar;D;5.25;3.6;1.67;N1;2016-12-03
4727;Go Ahead Eagles;Heerenveen;A;4.33;3.4;1.85;N1;2016-12-03
4728;Roda;PSV Eindhoven;D;11.0;5.0;1.29;N1;2016-12-03
4729;Vitesse;Zwolle;H;1.65;4.0;4.75;N1;2016-12-03
4730;Ajax;Groningen;H;1.22;5.75;13.0;N1;2016-12-04
4731;Den Haag;Utrecht;A;3.2;3.3;2.25;N1;2016-12-04
4732;Feyenoord;Sparta Rotterdam;H;1.3;5.0;11.0;N1;2016-12-04
4733;Willem II;Twente;D;2.63;3.25;2.63;N1;2016-12-04
4734;Groningen;Roda;H;1.55;3.8;5.5;N1;2016-12-09
4735;Heerenveen;Excelsior;H;1.45;4.33;7.0;N1;2016-12-10
4736;Nijmegen;Den Haag;H;2.0;3.4;3.6;N1;2016-12-10
4737;PSV Eindhoven;Go Ahead Eagles;H;1.13;8.5;16.0;N1;2016-12-10
4738;Zwolle;Willem II;D;2.2;3.25;3.3;N1;2016-12-10
4739;AZ Alkmaar;Feyenoord;A;3.1;3.5;2.2;N1;2016-12-11
4740;Sparta Rotterdam;Vitesse;A;3.2;3.4;2.2;N1;2016-12-11
4741;Twente;Ajax;H;5.0;4.0;1.62;N1;2016-12-11
4742;Utrecht;Heracles;H;1.62;3.8;5.5;N1;2016-12-11
4743;Willem II;Heerenveen;H;2.88;3.4;2.38;N1;2016-12-16
4744;Feyenoord;Vitesse;H;1.44;4.2;7.5;N1;2016-12-17
4745;Roda;Utrecht;D;3.75;3.6;1.91;N1;2016-12-17
4746;Twente;AZ Alkmaar;A;2.45;3.3;2.8;N1;2016-12-17
4747;Ajax;PSV Eindhoven;D;2.0;3.6;3.5;N1;2016-12-18
4748;Den Haag;Sparta Rotterdam;H;2.38;3.3;2.9;N1;2016-12-18
4749;Excelsior;Nijmegen;D;2.4;3.25;2.9;N1;2016-12-18
4750;Groningen;Go Ahead Eagles;D;1.5;4.0;7.0;N1;2016-12-18
4751;Heracles;Zwolle;H;2.0;3.4;3.75;N1;2016-12-18
4752;Go Ahead Eagles;AZ Alkmaar;A;5.0;4.0;1.62;N1;2017-01-13
4753;Heerenveen;Den Haag;H;1.5;4.33;6.0;N1;2017-01-14
4754;Heracles;Groningen;A;2.4;3.4;2.8;N1;2017-01-14
4755;PSV Eindhoven;Excelsior;H;1.17;7.0;15.0;N1;2017-01-14
4756;Sparta Rotterdam;Utrecht;A;3.2;3.4;2.2;N1;2017-01-14
4757;Roda;Feyenoord;A;7.5;5.0;1.36;N1;2017-01-15
4758;Vitesse;Twente;H;2.0;3.8;3.4;N1;2017-01-15
4759;Willem II;Nijmegen;A;1.85;3.4;4.33;N1;2017-01-15
4760;Zwolle;Ajax;A;11.0;4.5;1.33;N1;2017-01-15
4761;Twente;Heracles;H;1.62;3.9;5.25;N1;2017-01-20
4762;AZ Alkmaar;Sparta Rotterdam;D;1.44;4.5;6.5;N1;2017-01-21
4763;Den Haag;Zwolle;A;2.3;3.4;3.0;N1;2017-01-21
4764;Feyenoord;Willem II;H;1.25;5.5;12.0;N1;2017-01-21
4765;Groningen;Vitesse;D;2.25;3.3;3.2;N1;2017-01-21
4766;Excelsior;Go Ahead Eagles;D;2.2;3.25;3.3;N1;2017-01-22
4767;Nijmegen;Roda;H;2.1;3.5;3.3;N1;2017-01-22
4768;PSV Eindhoven;Heerenveen;H;1.33;5.0;8.5;N1;2017-01-22
4769;Utrecht;Ajax;A;4.75;3.6;1.73;N1;2017-01-22
4770;Willem II;Sparta Rotterdam;H;2.25;3.3;3.2;N1;2017-01-27
4771;Go Ahead Eagles;Utrecht;A;4.33;3.5;1.83;N1;2017-01-28
4772;Heracles;PSV Eindhoven;A;7.0;4.75;1.4;N1;2017-01-28
4773;Roda;Excelsior;H;2.05;3.3;3.6;N1;2017-01-28
4774;Ajax;Den Haag;H;1.14;7.5;17.0;N1;2017-01-29
4775;Feyenoord;Nijmegen;H;1.2;6.0;15.0;N1;2017-01-29
4776;Heerenveen;Groningen;D;1.95;3.75;3.5;N1;2017-01-29
4777;Vitesse;AZ Alkmaar;H;2.38;3.4;2.88;N1;2017-01-29
4778;Zwolle;Twente;A;2.6;3.4;2.6;N1;2017-01-29
4779;Den Haag;Vitesse;A;4.0;3.6;1.85;N1;2017-02-03
4780;AZ Alkmaar;PSV Eindhoven;A;4.0;3.75;1.83;N1;2017-02-04
4781;Groningen;Excelsior;D;1.5;4.0;6.5;N1;2017-02-04
4782;Nijmegen;Go Ahead Eagles;A;1.83;3.5;4.33;N1;2017-02-04
4783;Willem II;Heracles;A;1.95;3.3;4.0;N1;2017-02-04
4784;Roda;Ajax;A;10.0;5.0;1.3;N1;2017-02-05
4785;Sparta Rotterdam;Zwolle;A;2.0;3.5;3.6;N1;2017-02-05
4786;Twente;Feyenoord;A;5.0;3.8;1.65;N1;2017-02-05
4787;Utrecht;Heerenveen;H;1.95;3.4;3.8;N1;2017-02-05
4788;Zwolle;Nijmegen;H;1.73;3.7;4.6;N1;2017-02-10
4789;Feyenoord;Groningen;H;1.25;6.0;10.0;N1;2017-02-11
4790;Go Ahead Eagles;Den Haag;H;2.25;3.5;3.0;N1;2017-02-11
4791;Heracles;Roda;D;2.0;3.5;3.6;N1;2017-02-11
4792;Vitesse;Willem II;A;1.57;4.0;5.75;N1;2017-02-11
4793;Ajax;Sparta Rotterdam;H;1.17;7.0;15.0;N1;2017-02-12
4794;Excelsior;Twente;D;3.2;3.4;2.2;N1;2017-02-12
4795;Heerenveen;AZ Alkmaar;A;2.25;3.5;3.0;N1;2017-02-12
4796;PSV Eindhoven;Utrecht;H;1.3;5.0;10.0;N1;2017-02-12
4797;Roda;Go Ahead Eagles;H;2.0;3.3;3.75;N1;2017-02-17
4798;Heracles;Excelsior;H;1.91;3.5;4.0;N1;2017-02-18
4799;PSV Eindhoven;Nijmegen;H;1.14;8.0;15.0;N1;2017-02-18
4800;Twente;Heerenveen;H;2.2;3.4;3.2;N1;2017-02-18
4801;Utrecht;Zwolle;H;1.67;3.75;5.0;N1;2017-02-18
4802;Den Haag;Feyenoord;A;9.5;5.5;1.29;N1;2017-02-19
4803;Sparta Rotterdam;Groningen;D;2.75;3.1;2.63;N1;2017-02-19
4804;Vitesse;Ajax;A;5.25;3.6;1.67;N1;2017-02-19
4805;Willem II;AZ Alkmaar;D;3.4;3.2;2.2;N1;2017-02-19
4806;Den Haag;Twente;D;3.5;3.4;2.05;N1;2017-02-24
4807;Excelsior;Willem II;A;2.45;3.2;2.88;N1;2017-02-25
4808;Groningen;Utrecht;A;2.7;3.2;2.63;N1;2017-02-25
4809;Heerenveen;Roda;H;1.53;4.0;6.0;N1;2017-02-25
4810;Nijmegen;Sparta Rotterdam;A;2.45;3.3;2.8;N1;2017-02-25
4811;Ajax;Heracles;H;1.17;7.5;13.0;N1;2017-02-26
4812;AZ Alkmaar;Zwolle;D;1.67;3.75;5.0;N1;2017-02-26
4813;Feyenoord;PSV Eindhoven;H;2.35;3.4;2.88;N1;2017-02-26
4814;Go Ahead Eagles;Vitesse;A;3.75;3.5;1.95;N1;2017-02-26
4815;Heerenveen;Go Ahead Eagles;D;1.4;4.5;7.5;N1;2017-03-03
4816;PSV Eindhoven;Roda;H;1.13;8.0;19.0;N1;2017-03-04
4817;Twente;Willem II;H;1.8;3.4;4.75;N1;2017-03-04
4818;Zwolle;Vitesse;H;2.6;3.25;2.7;N1;2017-03-04
4819;AZ Alkmaar;Excelsior;D;1.4;4.5;8.0;N1;2017-03-05
4820;Groningen;Ajax;D;8.0;4.0;1.45;N1;2017-03-05
4821;Nijmegen;Heracles;H;2.4;3.3;2.88;N1;2017-03-05
4822;Sparta Rotterdam;Feyenoord;H;9.0;4.8;1.33;N1;2017-03-05
4823;Utrecht;Den Haag;D;1.4;4.2;9.0;N1;2017-03-05
4824;Vitesse;Sparta Rotterdam;H;1.7;3.8;4.6;N1;2017-03-10
4825;Den Haag;Nijmegen;H;2.1;3.4;3.4;N1;2017-03-11
4826;Excelsior;Heerenveen;H;3.3;3.6;2.05;N1;2017-03-11
4827;Go Ahead Eagles;PSV Eindhoven;A;10.0;5.25;1.29;N1;2017-03-11
4828;Heracles;Utrecht;H;3.4;3.4;2.1;N1;2017-03-11
4829;Ajax;Twente;H;1.29;5.5;9.5;N1;2017-03-12
4830;Feyenoord;AZ Alkmaar;H;1.4;4.5;8.0;N1;2017-03-12
4831;Roda;Groningen;H;3.0;3.5;2.25;N1;2017-03-12
4832;Willem II;Zwolle;H;2.3;3.1;3.2;N1;2017-03-12
4833;Roda;Twente;A;3.0;3.2;2.38;N1;2017-03-17
4834;Groningen;Willem II;D;1.91;3.4;4.0;N1;2017-03-18
4835;Nijmegen;Utrecht;A;3.5;3.4;2.05;N1;2017-03-18
4836;PSV Eindhoven;Vitesse;H;1.3;5.25;9.5;N1;2017-03-18
4837;Sparta Rotterdam;Heracles;H;2.05;3.4;3.5;N1;2017-03-18
4838;AZ Alkmaar;Den Haag;H;1.4;4.5;7.5;N1;2017-03-19
4839;Excelsior;Ajax;D;11.0;5.75;1.25;N1;2017-03-19
4840;Go Ahead Eagles;Zwolle;A;3.1;3.3;2.3;N1;2017-03-19
4841;Heerenveen;Feyenoord;A;5.25;3.75;1.65;N1;2017-03-19
4842;AZ Alkmaar;Groningen;D;1.62;3.8;5.5;N1;2017-04-01
4843;Heracles;Heerenveen;H;2.9;3.6;2.25;N1;2017-04-01
4844;Sparta Rotterdam;PSV Eindhoven;A;9.5;4.75;1.33;N1;2017-04-01
4845;Utrecht;Willem II;H;1.62;3.75;5.5;N1;2017-04-01
4846;Zwolle;Excelsior;D;1.67;4.0;4.75;N1;2017-04-01
4847;Ajax;Feyenoord;H;1.91;3.5;3.9;N1;2017-04-02
4848;Den Haag;Roda;H;2.2;3.4;3.2;N1;2017-04-02
4849;Twente;Go Ahead Eagles;A;1.45;4.5;6.5;N1;2017-04-02
4850;Vitesse;Nijmegen;H;1.44;4.2;7.5;N1;2017-04-02
4851;Excelsior;Utrecht;A;3.5;3.6;2.0;N1;2017-04-04
4852;Heerenveen;Sparta Rotterdam;H;1.73;3.7;4.6;N1;2017-04-04
4853;Ajax;AZ Alkmaar;H;1.3;5.0;10.0;N1;2017-04-05
4854;Feyenoord;Go Ahead Eagles;H;1.13;8.5;17.0;N1;2017-04-05
4855;Groningen;Nijmegen;H;1.67;3.6;5.5;N1;2017-04-05
4856;Heracles;Vitesse;A;3.5;3.3;2.1;N1;2017-04-05
4857;Willem II;Den Haag;A;1.85;3.5;4.2;N1;2017-04-05
4858;Roda;Zwolle;H;2.9;3.3;2.4;N1;2017-04-06
4859;Twente;PSV Eindhoven;D;6.0;4.33;1.5;N1;2017-04-06
4860;Sparta Rotterdam;Excelsior;A;1.95;3.5;3.8;N1;2017-04-07
4861;Den Haag;Groningen;H;2.8;3.5;2.35;N1;2017-04-08
4862;Go Ahead Eagles;Heracles;A;2.9;3.25;2.4;N1;2017-04-08
4863;Nijmegen;Ajax;A;13.0;5.25;1.25;N1;2017-04-08
4864;Vitesse;Heerenveen;H;2.05;3.4;3.5;N1;2017-04-08
4865;AZ Alkmaar;Roda;D;1.4;4.5;7.5;N1;2017-04-09
4866;PSV Eindhoven;Willem II;H;1.17;7.5;13.0;N1;2017-04-09
4867;Utrecht;Twente;H;1.91;3.5;4.0;N1;2017-04-09
4868;Zwolle;Feyenoord;D;6.5;4.1;1.5;N1;2017-04-09
4869;Heracles;AZ Alkmaar;A;3.25;3.4;2.15;N1;2017-04-14
4870;Den Haag;PSV Eindhoven;D;15.0;5.0;1.25;N1;2017-04-15
4871;Excelsior;Vitesse;H;3.6;3.3;2.05;N1;2017-04-15
4872;Roda;Sparta Rotterdam;H;2.3;3.25;3.1;N1;2017-04-15
4873;Twente;Nijmegen;H;1.5;4.1;6.5;N1;2017-04-15
4874;Ajax;Heerenveen;H;1.2;6.5;13.0;N1;2017-04-16
4875;Feyenoord;Utrecht;H;1.44;4.5;6.5;N1;2017-04-16
4876;Groningen;Zwolle;H;1.95;3.5;3.8;N1;2017-04-16
4877;Willem II;Go Ahead Eagles;H;1.8;3.6;4.33;N1;2017-04-16
4878;Heerenveen;Willem II;H;1.62;3.75;5.5;N1;2017-04-21
4879;AZ Alkmaar;Twente;H;1.65;3.8;5.0;N1;2017-04-22
4880;Go Ahead Eagles;Groningen;A;3.3;3.5;2.1;N1;2017-04-22
4881;Nijmegen;Excelsior;A;2.38;3.4;2.88;N1;2017-04-22
4882;Zwolle;Heracles;A;1.8;4.0;3.8;N1;2017-04-22
4883;PSV Eindhoven;Ajax;H;2.15;3.5;3.2;N1;2017-04-23
4884;Sparta Rotterdam;Den Haag;A;2.05;3.4;3.5;N1;2017-04-23
4885;Utrecht;Roda;H;1.5;4.33;6.0;N1;2017-04-23
4886;Vitesse;Feyenoord;A;5.5;3.75;1.62;N1;2017-04-23
4887;Ajax;Go Ahead Eagles;H;1.08;10.0;22.0;N1;2017-05-07
4888;Excelsior;Feyenoord;H;11.0;6.5;1.22;N1;2017-05-07
4889;Groningen;PSV Eindhoven;D;7.5;4.5;1.4;N1;2017-05-07
4890;Heracles;Den Haag;H;1.83;3.75;4.0;N1;2017-05-07
4891;Nijmegen;AZ Alkmaar;H;3.9;3.5;1.91;N1;2017-05-07
4892;Roda;Willem II;H;1.73;3.6;4.75;N1;2017-05-07
4893;Sparta Rotterdam;Twente;H;2.4;3.4;2.8;N1;2017-05-07
4894;Utrecht;Vitesse;H;2.0;3.5;3.6;N1;2017-05-07
4895;Zwolle;Heerenveen;H;2.38;3.5;2.8;N1;2017-05-07
4896;AZ Alkmaar;Utrecht;A;1.4;4.75;7.0;N1;2017-05-14
4897;Den Haag;Excelsior;H;2.25;3.5;3.0;N1;2017-05-14
4898;Feyenoord;Heracles;H;1.18;7.0;13.0;N1;2017-05-14
4899;Go Ahead Eagles;Sparta Rotterdam;A;5.0;3.8;1.67;N1;2017-05-14
