;HomeTeam;AwayTeam;FTR;B365H;B365D;B365A;Div;Date
22759;Marseille;Nantes;H;2.0;3.1;4.33;F1;2016-09-25
22760;Nancy;Nice;A;2.5;3.1;3.1;F1;2016-09-25
22761;St Etienne;Lille;H;2.3;3.0;3.5;F1;2016-09-25
22762;Rennes;Guingamp;H;2.05;3.2;4.0;F1;2016-09-30
22763;Caen;Toulouse;H;2.5;3.1;3.0;F1;2016-10-01
22764;Dijon;Montpellier;D;2.6;3.0;3.0;F1;2016-10-01
22765;Lille;Nancy;H;1.85;3.2;5.0;F1;2016-10-01
22766;Metz;Monaco;A;4.5;3.6;1.8;F1;2016-10-01
22767;Nantes;Bastia;H;1.95;3.2;4.5;F1;2016-10-01
22768;Paris SG;Bordeaux;H;1.25;5.75;13.0;F1;2016-10-01
22769;Angers;Marseille;D;2.63;3.0;3.0;F1;2016-10-02
22770;Lyon;St Etienne;H;1.73;3.6;5.0;F1;2016-10-02
22771;Nice;Lorient;H;1.8;3.5;4.75;F1;2016-10-02
22772;Nice;Lyon;H;2.9;3.4;2.38;F1;2016-10-14
22773;Toulouse;Monaco;H;3.0;3.2;2.5;F1;2016-10-14
22774;Bastia;Angers;A;2.5;2.8;3.25;F1;2016-10-15
22775;Guingamp;Lille;H;2.45;3.1;3.1;F1;2016-10-15
22776;Lorient;Nantes;A;2.5;3.2;3.0;F1;2016-10-15
22777;Montpellier;Caen;H;1.85;3.4;4.5;F1;2016-10-15
22778;Nancy;Paris SG;A;10.0;5.0;1.33;F1;2016-10-15
22779;Marseille;Metz;H;1.44;4.33;7.5;F1;2016-10-16
22780;Rennes;Bordeaux;D;2.38;3.3;3.1;F1;2016-10-16
22781;St Etienne;Dijon;D;1.73;3.6;5.0;F1;2016-10-16
22782;Monaco;Montpellier;H;1.67;3.75;5.5;F1;2016-10-21
22783;Angers;Toulouse;D;2.5;3.1;3.1;F1;2016-10-22
22784;Bordeaux;Nancy;D;1.8;3.4;5.0;F1;2016-10-22
22785;Dijon;Lorient;H;2.15;3.3;3.6;F1;2016-10-22
22786;Lille;Bastia;H;1.73;3.4;5.25;F1;2016-10-22
22787;Lyon;Guingamp;A;1.53;4.1;6.5;F1;2016-10-22
22788;Nantes;Rennes;A;2.25;3.1;3.6;F1;2016-10-22
22789;Caen;St Etienne;A;2.55;3.1;2.88;F1;2016-10-23
22790;Metz;Nice;A;3.75;3.4;2.05;F1;2016-10-23
22791;Paris SG;Marseille;D;1.29;5.5;11.0;F1;2016-10-23
22792;Lille;Paris SG;A;6.5;4.0;1.55;F1;2016-10-28
22793;Bastia;Dijon;D;2.3;3.1;3.4;F1;2016-10-29
22794;Guingamp;Angers;H;2.3;3.2;3.3;F1;2016-10-29
22795;Lorient;Montpellier;D;2.3;3.1;3.4;F1;2016-10-29
22796;Nancy;Caen;H;2.15;3.1;3.8;F1;2016-10-29
22797;St Etienne;Monaco;D;2.75;3.0;2.8;F1;2016-10-29
22798;Toulouse;Lyon;A;2.8;3.25;2.6;F1;2016-10-29
22799;Marseille;Bordeaux;D;2.1;3.2;3.8;F1;2016-10-30
22800;Nice;Nantes;H;1.91;3.3;4.5;F1;2016-10-30
22801;Rennes;Metz;H;1.57;4.0;6.0;F1;2016-10-30
22802;Montpellier;Marseille;H;2.55;3.2;2.88;F1;2016-11-04
22803;Angers;Lille;H;2.4;3.0;3.3;F1;2016-11-05
22804;Bordeaux;Lorient;H;1.75;3.5;5.0;F1;2016-11-05
22805;Dijon;Guingamp;D;2.5;3.0;3.2;F1;2016-11-05
22806;Lyon;Bastia;H;1.44;4.2;8.5;F1;2016-11-05
22807;Monaco;Nancy;H;1.5;4.0;7.5;F1;2016-11-05
22808;Nantes;Toulouse;D;2.3;3.0;3.5;F1;2016-11-05
22809;Caen;Nice;H;3.25;3.25;2.3;F1;2016-11-06
22810;Metz;St Etienne;D;3.8;3.2;2.1;F1;2016-11-06
22811;Paris SG;Rennes;H;1.22;6.5;13.0;F1;2016-11-06
22812;Lille;Lyon;A;3.1;3.1;2.45;F1;2016-11-18
22813;Lorient;Monaco;A;4.33;3.6;1.8;F1;2016-11-18
22814;Bastia;Montpellier;D;2.8;3.0;2.8;F1;2016-11-19
22815;Nancy;Dijon;H;2.1;3.1;4.0;F1;2016-11-19
22816;Paris SG;Nantes;H;1.2;6.5;15.0;F1;2016-11-19
22817;Rennes;Angers;D;2.25;3.0;3.5;F1;2016-11-19
22818;Toulouse;Metz;A;1.5;4.2;7.0;F1;2016-11-19
22819;Guingamp;Bordeaux;D;2.45;3.2;3.0;F1;2016-11-20
22820;Marseille;Caen;H;1.7;3.75;5.0;F1;2016-11-20
22821;St Etienne;Nice;A;2.1;3.4;3.6;F1;2016-11-20
22822;Rennes;Toulouse;H;2.4;3.1;3.1;F1;2016-11-25
22823;Bordeaux;Dijon;H;1.73;3.6;5.25;F1;2016-11-26
22824;Caen;Guingamp;D;2.38;3.1;3.3;F1;2016-11-26
22825;Metz;Lorient;D;2.7;3.25;2.7;F1;2016-11-26
22826;Monaco;Marseille;H;1.67;3.75;5.5;F1;2016-11-26
22827;Montpellier;Nancy;D;1.91;3.4;4.2;F1;2016-11-26
22828;Nantes;Lille;D;2.25;3.0;3.6;F1;2016-11-26
22829;Angers;St Etienne;A;2.5;3.0;3.2;F1;2016-11-27
22830;Lyon;Paris SG;A;3.6;3.4;2.1;F1;2016-11-27
22831;Nice;Bastia;D;1.62;3.75;6.0;F1;2016-11-27
22832;Dijon;Monaco;D;5.5;4.0;1.62;F1;2016-11-29
22833;Lille;Caen;H;1.8;3.4;5.0;F1;2016-11-29
22834;Lorient;Rennes;H;2.38;3.25;3.1;F1;2016-11-29
22835;Bastia;Bordeaux;D;2.9;3.0;2.7;F1;2016-11-30
22836;Guingamp;Nice;A;2.45;3.2;3.0;F1;2016-11-30
22837;Nancy;Metz;H;1.91;3.5;4.2;F1;2016-11-30
22838;Nantes;Lyon;A;3.75;3.25;2.1;F1;2016-11-30
22839;Paris SG;Angers;H;1.2;7.0;15.0;F1;2016-11-30
22840;St Etienne;Marseille;D;2.15;3.25;3.6;F1;2016-11-30
22841;Toulouse;Montpellier;H;2.05;3.4;3.75;F1;2016-11-30
22842;Caen;Dijon;D;2.1;3.3;3.6;F1;2016-12-02
22843;Angers;Lorient;D;2.0;3.3;4.0;F1;2016-12-03
22844;Bordeaux;Lille;A;2.15;3.1;3.8;F1;2016-12-03
22845;Guingamp;Nantes;H;2.1;3.25;3.75;F1;2016-12-03
22846;Monaco;Bastia;H;1.36;4.5;11.0;F1;2016-12-03
22847;Montpellier;Paris SG;H;6.5;4.2;1.53;F1;2016-12-03
22848;Marseille;Nancy;H;1.8;3.4;5.0;F1;2016-12-04
22849;Nice;Toulouse;H;2.1;3.2;3.8;F1;2016-12-04
22850;Rennes;St Etienne;H;2.4;3.0;3.3;F1;2016-12-04
22851;Bastia;Metz;H;1.83;3.4;4.75;F1;2016-12-10
22852;Bordeaux;Monaco;A;3.75;3.3;2.1;F1;2016-12-10
22853;Dijon;Marseille;A;3.2;3.25;2.3;F1;2016-12-10
22854;Lille;Montpellier;H;2.0;3.1;4.33;F1;2016-12-10
22855;Nancy;Angers;H;2.5;2.9;3.25;F1;2016-12-10
22856;Toulouse;Lorient;H;2.0;3.3;4.0;F1;2016-12-10
22857;Lyon;Rennes;H;1.57;3.75;7.0;F1;2016-12-11
22858;Paris SG;Nice;D;1.36;5.0;8.5;F1;2016-12-11
22859;St Etienne;Guingamp;H;2.0;3.25;4.2;F1;2016-12-11
22860;Angers;Nantes;A;2.4;3.0;3.2;F1;2016-12-16
22861;Guingamp;Paris SG;H;7.0;4.33;1.44;F1;2016-12-17
22862;Lorient;St Etienne;H;2.4;3.2;3.0;F1;2016-12-17
22863;Montpellier;Bordeaux;H;2.25;3.3;3.2;F1;2016-12-17
22864;Rennes;Bastia;A;1.8;3.4;4.75;F1;2016-12-17
22865;Toulouse;Nancy;D;1.91;3.2;4.33;F1;2016-12-17
22866;Caen;Metz;H;1.75;3.5;4.75;F1;2016-12-18
22867;Marseille;Lille;H;2.05;3.2;3.75;F1;2016-12-18
22868;Monaco;Lyon;A;1.83;3.75;4.0;F1;2016-12-18
22869;Nice;Dijon;H;1.53;4.2;5.75;F1;2016-12-18
22870;Bastia;Marseille;A;3.2;3.1;2.4;F1;2016-12-21
22871;Bordeaux;Nice;D;2.7;3.1;2.8;F1;2016-12-21
22872;Dijon;Toulouse;H;2.5;3.2;3.0;F1;2016-12-21
22873;Lille;Rennes;D;2.05;3.2;4.0;F1;2016-12-21
22874;Lyon;Angers;H;1.44;4.5;7.5;F1;2016-12-21
22875;Metz;Guingamp;D;3.4;3.1;2.3;F1;2016-12-21
22876;Monaco;Caen;H;1.25;6.0;12.0;F1;2016-12-21
22877;Nantes;Montpellier;H;2.25;3.2;3.4;F1;2016-12-21
22878;Paris SG;Lorient;H;1.18;7.5;15.0;F1;2016-12-21
22879;St Etienne;Nancy;D;2.0;3.1;4.33;F1;2016-12-21
22880;Lille;St Etienne;D;2.05;3.1;4.2;F1;2017-01-13
22881;Angers;Bordeaux;D;2.8;3.0;2.75;F1;2017-01-14
22882;Lorient;Guingamp;H;2.45;3.2;3.0;F1;2017-01-14
22883;Montpellier;Dijon;D;1.8;3.5;4.75;F1;2017-01-14
22884;Nancy;Bastia;H;1.95;3.1;4.75;F1;2017-01-14
22885;Rennes;Paris SG;A;7.0;4.0;1.53;F1;2017-01-14
22886;Toulouse;Nantes;A;2.05;3.1;4.1;F1;2017-01-14
22887;Caen;Lyon;H;4.75;3.75;1.75;F1;2017-01-15
22888;Marseille;Monaco;A;3.0;3.3;2.4;F1;2017-01-15
22889;Nice;Metz;D;1.5;4.2;7.0;F1;2017-01-15
22890;Nantes;Caen;H;2.0;3.4;4.0;F1;2017-01-18
22891;Bastia;Nice;D;3.0;3.1;2.55;F1;2017-01-20
22892;Bordeaux;Toulouse;H;2.1;3.25;3.8;F1;2017-01-21
22893;Dijon;Lille;D;3.0;3.1;2.55;F1;2017-01-21
22894;Guingamp;Rennes;D;2.3;3.1;3.4;F1;2017-01-21
22895;Metz;Montpellier;H;3.1;3.2;2.4;F1;2017-01-21
22896;Nantes;Paris SG;A;10.0;4.33;1.4;F1;2017-01-21
22897;Lyon;Marseille;H;1.73;3.75;5.0;F1;2017-01-22
22898;Monaco;Lorient;H;1.33;5.0;10.0;F1;2017-01-22
22899;St Etienne;Angers;H;1.85;3.4;4.75;F1;2017-01-22
22900;Marseille;Montpellier;H;1.67;3.75;5.5;F1;2017-01-27
22901;Angers;Metz;H;2.0;3.2;4.2;F1;2017-01-28
22902;Bastia;Caen;D;2.25;3.1;3.5;F1;2017-01-28
22903;Lorient;Dijon;A;2.05;3.5;3.6;F1;2017-01-28
22904;Lyon;Lille;A;1.45;4.33;7.5;F1;2017-01-28
22905;Nancy;Bordeaux;A;2.63;3.0;3.0;F1;2017-01-28
22906;Rennes;Nantes;D;2.2;3.1;3.6;F1;2017-01-28
22907;Nice;Guingamp;H;1.95;3.4;4.2;F1;2017-01-29
22908;Paris SG;Monaco;D;1.67;4.0;5.0;F1;2017-01-29
22909;Toulouse;St Etienne;A;2.3;3.0;3.6;F1;2017-01-29
22910;Metz;Marseille;H;4.33;3.6;1.85;F1;2017-02-03
22911;Bordeaux;Rennes;D;1.91;3.4;4.33;F1;2017-02-04
22912;Dijon;Paris SG;A;11.0;5.5;1.3;F1;2017-02-04
22913;Guingamp;Caen;A;1.95;3.5;4.0;F1;2017-02-04
22914;Lille;Lorient;A;1.73;3.8;4.75;F1;2017-02-04
22915;Monaco;Nice;H;1.53;4.0;6.5;F1;2017-02-04
22916;Montpellier;Bastia;H;1.8;3.6;4.5;F1;2017-02-04
22917;Nantes;Nancy;A;2.05;3.1;4.2;F1;2017-02-05
22918;St Etienne;Lyon;H;3.6;3.4;2.1;F1;2017-02-05
22919;Toulouse;Angers;H;2.1;3.2;3.8;F1;2017-02-05
22920;Caen;Bordeaux;A;2.5;3.2;3.0;F1;2017-02-07
22921;Montpellier;Monaco;A;4.6;3.8;1.75;F1;2017-02-07
22922;Paris SG;Lille;H;1.2;6.5;15.0;F1;2017-02-07
22923;Angers;Rennes;D;2.5;3.0;3.2;F1;2017-02-08
22924;Lorient;Toulouse;D;2.3;3.2;3.3;F1;2017-02-08
22925;Lyon;Nancy;H;1.4;4.75;8.0;F1;2017-02-08
22926;Marseille;Guingamp;H;1.7;3.75;5.25;F1;2017-02-08
22927;Metz;Dijon;H;2.5;3.2;3.0;F1;2017-02-08
22928;Nice;St Etienne;H;2.05;3.4;3.8;F1;2017-02-08
22929;Bordeaux;Paris SG;A;5.5;4.0;1.62;F1;2017-02-10
22930;Dijon;Caen;H;2.38;3.3;3.1;F1;2017-02-11
22931;Guingamp;Lyon;H;3.7;3.6;2.0;F1;2017-02-11
22932;Lille;Angers;A;1.91;3.2;4.75;F1;2017-02-11
22933;Monaco;Metz;H;1.22;6.5;13.0;F1;2017-02-11
22934;Nancy;Montpellier;A;2.5;3.1;3.1;F1;2017-02-11
22935;Toulouse;Bastia;H;1.83;3.3;5.0;F1;2017-02-11
22936;Nantes;Marseille;H;3.25;3.1;2.38;F1;2017-02-12
22937;Rennes;Nice;D;2.63;3.1;2.88;F1;2017-02-12
22938;St Etienne;Lorient;H;1.91;3.5;4.2;F1;2017-02-12
22939;Bastia;Monaco;D;7.0;4.2;1.5;F1;2017-02-17
22940;Angers;Nancy;H;2.05;3.1;4.2;F1;2017-02-18
22941;Caen;Lille;A;2.5;3.0;3.2;F1;2017-02-18
22942;Lorient;Nice;A;2.9;3.25;2.5;F1;2017-02-18
22943;Marseille;Rennes;H;1.67;3.75;5.5;F1;2017-02-18
22944;Metz;Nantes;D;3.25;3.0;2.45;F1;2017-02-18
22945;Bordeaux;Guingamp;H;1.91;3.5;4.2;F1;2017-02-19
22946;Lyon;Dijon;H;1.36;4.75;9.5;F1;2017-02-19
22947;Montpellier;St Etienne;H;2.25;3.2;3.4;F1;2017-02-19
22948;Paris SG;Toulouse;D;1.2;6.5;15.0;F1;2017-02-19
22949;Caen;Nancy;H;2.15;3.2;3.75;F1;2017-02-21
22950;Nantes;Dijon;H;1.73;3.6;5.25;F1;2017-02-24
22951;Nice;Montpellier;H;2.05;3.3;3.8;F1;2017-02-24
22952;Angers;Bastia;H;1.85;3.2;5.0;F1;2017-02-25
22953;Guingamp;Monaco;A;5.0;3.75;1.73;F1;2017-02-25
22954;Lille;Bordeaux;A;2.4;3.1;3.25;F1;2017-02-25
22955;Nancy;Toulouse;D;2.7;3.0;2.88;F1;2017-02-25
22956;Rennes;Lorient;H;2.05;3.4;3.75;F1;2017-02-25
22957;Lyon;Metz;H;1.22;7.0;12.0;F1;2017-02-26
22958;Marseille;Paris SG;A;5.5;3.75;1.67;F1;2017-02-26
22959;St Etienne;Caen;A;1.75;3.4;5.25;F1;2017-02-26
22960;Bastia;Nantes;D;3.3;2.9;2.5;F1;2017-03-01
22961;Bordeaux;Lyon;D;3.2;3.4;2.25;F1;2017-03-03
22962;Bastia;St Etienne;D;3.3;3.1;2.38;F1;2017-03-04
22963;Caen;Angers;A;2.38;3.1;3.3;F1;2017-03-04
22964;Dijon;Nice;A;3.25;3.4;2.2;F1;2017-03-04
22965;Metz;Rennes;D;3.2;3.0;2.5;F1;2017-03-04
22966;Montpellier;Guingamp;D;2.0;3.5;3.8;F1;2017-03-04
22967;Paris SG;Nancy;H;1.14;8.0;21.0;F1;2017-03-04
22968;Lorient;Marseille;A;3.1;3.4;2.25;F1;2017-03-05
22969;Monaco;Nantes;H;1.4;5.0;7.5;F1;2017-03-05
22970;Toulouse;Lille;D;2.05;3.3;4.0;F1;2017-03-05
22971;Marseille;Angers;H;1.67;3.75;5.5;F1;2017-03-10
22972;Nice;Caen;D;1.67;3.6;5.75;F1;2017-03-10
22973;Guingamp;Bastia;H;1.73;3.6;5.25;F1;2017-03-11
22974;Monaco;Bordeaux;H;1.45;4.5;7.5;F1;2017-03-11
22975;Montpellier;Nantes;A;2.1;3.25;3.8;F1;2017-03-11
22976;Nancy;Lille;A;2.6;3.1;2.9;F1;2017-03-11
22977;Rennes;Dijon;D;1.8;3.5;4.75;F1;2017-03-11
22978;Lorient;Paris SG;A;9.5;5.25;1.33;F1;2017-03-12
22979;Lyon;Toulouse;H;1.44;4.5;7.5;F1;2017-03-12
22980;St Etienne;Metz;D;1.62;3.8;6.0;F1;2017-03-12
22981;Lille;Marseille;D;3.1;3.2;2.38;F1;2017-03-17
22982;Metz;Bastia;H;1.8;3.4;4.75;F1;2017-03-17
22983;Angers;Guingamp;H;2.2;3.1;3.6;F1;2017-03-18
22984;Bordeaux;Montpellier;H;2.0;3.5;3.8;F1;2017-03-18
22985;Nancy;Lorient;A;2.15;3.3;3.6;F1;2017-03-18
22986;Nantes;Nice;D;2.4;3.1;3.25;F1;2017-03-18
22987;Toulouse;Rennes;D;2.2;3.0;3.75;F1;2017-03-18
22988;Caen;Monaco;A;5.25;3.8;1.67;F1;2017-03-19
22989;Dijon;St Etienne;A;3.0;3.1;2.55;F1;2017-03-19
22990;Paris SG;Lyon;H;1.44;4.75;6.75;F1;2017-03-19
22991;Guingamp;Nancy;H;1.8;3.6;4.75;F1;2017-03-31
22992;Bastia;Lille;A;3.4;3.0;2.38;F1;2017-04-01
22993;Marseille;Dijon;D;1.4;4.75;8.0;F1;2017-04-01
22994;Lorient;Caen;H;2.2;3.4;3.3;F1;2017-04-02
22995;Montpellier;Toulouse;A;2.1;3.4;3.6;F1;2017-04-02
22996;Nantes;Angers;H;2.15;3.3;3.6;F1;2017-04-02
22997;Nice;Bordeaux;H;2.25;3.3;3.3;F1;2017-04-02
22998;Rennes;Lyon;D;4.2;3.75;1.85;F1;2017-04-02
22999;Metz;Lyon;A;6.0;4.0;1.57;F1;2017-04-05
23000;Lille;Nice;A;2.63;3.0;3.0;F1;2017-04-07
23001;Angers;Monaco;A;4.8;3.8;1.73;F1;2017-04-08
23002;Bordeaux;Metz;H;1.45;4.2;8.0;F1;2017-04-08
23003;Caen;Montpellier;A;2.38;3.25;3.1;F1;2017-04-08
23004;Dijon;Bastia;A;1.95;3.3;4.2;F1;2017-04-08
23005;Lyon;Lorient;A;1.29;6.0;9.5;F1;2017-04-08
23006;Nancy;Rennes;H;2.8;3.0;2.8;F1;2017-04-08
23007;Paris SG;Guingamp;H;1.14;8.0;19.0;F1;2017-04-09
23008;St Etienne;Nantes;D;2.05;3.2;4.0;F1;2017-04-09
23009;Toulouse;Marseille;D;3.0;3.2;2.5;F1;2017-04-09
23010;Angers;Paris SG;A;11.0;5.5;1.3;F1;2017-04-14
23011;Guingamp;Toulouse;H;2.1;3.3;3.5;F1;2017-04-15
23012;Metz;Caen;D;2.38;3.25;3.0;F1;2017-04-15
23013;Monaco;Dijon;H;1.22;6.5;11.0;F1;2017-04-15
23014;Montpellier;Lorient;H;1.91;3.5;4.0;F1;2017-04-15
23015;Nice;Nancy;H;1.65;3.6;5.5;F1;2017-04-15
23016;Rennes;Lille;H;2.3;3.1;3.25;F1;2017-04-15
23017;Bastia;Lyon;A;5.5;4.0;1.57;F1;2017-04-16
23018;Marseille;St Etienne;H;1.8;3.5;4.5;F1;2017-04-16
23019;Nantes;Bordeaux;A;2.5;3.2;2.88;F1;2017-04-16
23020;Metz;Paris SG;A;17.0;7.5;1.17;F1;2017-04-18
23021;Nancy;Marseille;D;3.75;3.4;2.05;F1;2017-04-21
23022;Bordeaux;Bastia;H;1.36;5.25;8.0;F1;2017-04-22
23023;Caen;Nantes;A;2.5;3.25;2.9;F1;2017-04-22
23024;Dijon;Angers;H;2.2;3.3;3.4;F1;2017-04-22
23025;Lille;Guingamp;H;1.95;3.5;4.0;F1;2017-04-22
23026;Lorient;Metz;H;1.73;4.0;4.5;F1;2017-04-22
23027;Paris SG;Montpellier;H;1.17;8.0;15.0;F1;2017-04-22
23028;Lyon;Monaco;A;2.6;3.6;2.6;F1;2017-04-23
23029;St Etienne;Rennes;D;2.1;3.1;4.0;F1;2017-04-23
23030;Toulouse;Nice;D;2.6;3.2;2.88;F1;2017-04-23
23031;Angers;Lyon;A;3.3;3.4;2.2;F1;2017-04-28
23032;Bastia;Rennes;H;3.6;3.2;2.2;F1;2017-04-29
23033;Guingamp;St Etienne;A;2.4;3.1;3.2;F1;2017-04-29
23034;Metz;Nancy;H;2.63;3.1;2.9;F1;2017-04-29
23035;Monaco;Toulouse;H;1.22;6.5;13.0;F1;2017-04-29
23036;Montpellier;Lille;A;2.15;3.3;3.6;F1;2017-04-29
23037;Nantes;Lorient;H;2.05;3.4;3.75;F1;2017-04-29
23038;Caen;Marseille;A;3.6;3.4;2.1;F1;2017-04-30
23039;Dijon;Bordeaux;D;3.4;3.4;2.2;F1;2017-04-30
23040;Nice;Paris SG;H;6.0;4.33;1.53;F1;2017-04-30
23041;St Etienne;Bordeaux;D;2.7;3.1;2.8;F1;2017-05-05
23042;Guingamp;Dijon;H;2.15;3.4;3.4;F1;2017-05-06
23043;Lille;Metz;A;1.67;4.0;5.0;F1;2017-05-06
23044;Lorient;Angers;D;2.25;3.4;3.25;F1;2017-05-06
23045;Nancy;Monaco;A;7.0;4.5;1.45;F1;2017-05-06
23046;Paris SG;Bastia;H;1.13;9.0;21.0;F1;2017-05-06
23047;Toulouse;Caen;A;2.2;3.3;3.4;F1;2017-05-06
23048;Lyon;Nantes;H;1.67;4.0;5.0;F1;2017-05-07
23049;Marseille;Nice;H;1.95;3.5;3.75;F1;2017-05-07
23050;Rennes;Montpellier;H;2.3;3.25;3.1;F1;2017-05-07
23051;Bastia;Lorient;H;3.2;3.2;2.3;F1;2017-05-14
23052;Bordeaux;Marseille;D;2.45;3.4;2.88;F1;2017-05-14
23053;Caen;Rennes;A;1.8;3.6;4.6;F1;2017-05-14
23054;Dijon;Nancy;H;2.0;3.5;3.75;F1;2017-05-14
23055;Metz;Toulouse;D;2.6;3.25;2.8;F1;2017-05-14
23056;Monaco;Lille;H;1.17;8.0;15.0;F1;2017-05-14
23057;Montpellier;Lyon;A;3.1;3.6;2.25;F1;2017-05-14
23058;Nantes;Guingamp;H;2.05;3.5;3.6;F1;2017-05-14
23059;Nice;Angers;A;1.73;3.6;5.25;F1;2017-05-14
23060;St Etienne;Paris SG;A;9.0;5.0;1.33;F1;2017-05-14
23061;Monaco;St Etienne;H;1.2;7.0;13.0;F1;2017-05-17
23062;Angers;Montpellier;H;2.1;3.5;3.5;F1;2017-05-20
23063;Guingamp;Metz;H;1.6;4.2;5.5;F1;2017-05-20
23064;Lille;Nantes;H;2.5;3.3;2.9;F1;2017-05-20
23065;Lorient;Bordeaux;D;2.5;3.5;2.75;F1;2017-05-20
23066;Lyon;Nice;D;1.53;4.75;5.25;F1;2017-05-20
23067;Marseille;Bastia;H;1.29;5.5;11.0;F1;2017-05-20
23068;Nancy;St Etienne;H;2.05;3.5;3.6;F1;2017-05-20
23069;Paris SG;Caen;D;1.18;7.5;13.0;F1;2017-05-20
23070;Rennes;Monaco;A;3.5;3.6;2.05;F1;2017-05-20
23071;Toulouse;Dijon;D;2.5;3.4;2.8;F1;2017-05-20
23072;Chievo;Juventus;A;7.0;4.0;1.5;I1;2014-08-30
23073;Roma;Fiorentina;H;1.67;3.8;5.0;I1;2014-08-30
23074;Atalanta;Verona;D;2.05;3.4;3.6;I1;2014-08-31
23075;Cesena;Parma;H;3.1;3.2;2.35;I1;2014-08-31
23076;Genoa;Napoli;A;3.9;3.4;1.95;I1;2014-08-31
23077;Milan;Lazio;H;2.0;3.4;3.75;I1;2014-08-31
23078;Palermo;Sampdoria;D;2.2;3.25;3.3;I1;2014-08-31
23079;Sassuolo;Cagliari;D;2.3;3.4;3.0;I1;2014-08-31
23080;Torino;Inter;D;3.1;3.3;2.3;I1;2014-08-31
23081;Udinese;Empoli;H;1.8;3.5;4.5;I1;2014-08-31
23082;Empoli;Roma;A;5.5;3.75;1.62;I1;2014-09-13
23083;Juventus;Udinese;H;1.4;4.5;8.0;I1;2014-09-13
23084;Cagliari;Atalanta;A;2.25;3.4;3.1;I1;2014-09-14
23085;Fiorentina;Genoa;D;1.57;3.8;6.0;I1;2014-09-14
23086;Inter;Sassuolo;H;1.44;4.33;7.0;I1;2014-09-14
23087;Lazio;Cesena;H;1.33;5.0;9.0;I1;2014-09-14
23088;Napoli;Chievo;A;1.36;4.75;8.0;I1;2014-09-14
23089;Parma;Milan;A;2.7;3.2;2.6;I1;2014-09-14
23090;Sampdoria;Torino;H;2.4;3.1;3.1;I1;2014-09-14
23091;Verona;Palermo;H;2.2;3.3;3.3;I1;2014-09-15
23092;Cesena;Empoli;D;2.8;3.0;2.7;I1;2014-09-20
23093;Milan;Juventus;A;3.2;3.3;2.25;I1;2014-09-20
23094;Atalanta;Fiorentina;A;3.25;3.1;2.3;I1;2014-09-21
23095;Chievo;Parma;A;2.9;3.1;2.5;I1;2014-09-21
23096;Genoa;Lazio;H;3.0;3.0;2.5;I1;2014-09-21
23097;Palermo;Inter;D;3.75;3.4;2.0;I1;2014-09-21
23098;Roma;Cagliari;H;1.3;5.0;11.0;I1;2014-09-21
23099;Sassuolo;Sampdoria;D;2.63;3.2;2.7;I1;2014-09-21
23100;Torino;Verona;A;1.91;3.5;4.0;I1;2014-09-21
23101;Udinese;Napoli;H;3.3;3.25;2.2;I1;2014-09-21
23102;Empoli;Milan;D;4.5;3.3;1.85;I1;2014-09-23
23103;Cagliari;Torino;A;2.55;3.3;2.7;I1;2014-09-24
23104;Fiorentina;Sassuolo;D;1.44;4.33;7.0;I1;2014-09-24
23105;Inter;Atalanta;H;1.44;4.33;7.0;I1;2014-09-24
23106;Juventus;Cesena;H;1.13;8.0;19.0;I1;2014-09-24
23107;Napoli;Palermo;D;1.44;4.33;7.0;I1;2014-09-24
23108;Parma;Roma;A;3.75;3.4;2.0;I1;2014-09-24
23109;Sampdoria;Chievo;H;1.91;3.3;4.2;I1;2014-09-24
23110;Verona;Genoa;D;2.05;3.4;3.5;I1;2014-09-24
23111;Lazio;Udinese;A;1.8;3.5;4.5;I1;2014-09-25
23112;Atalanta;Juventus;A;6.5;3.8;1.55;I1;2014-09-27
23113;Roma;Verona;H;1.33;5.0;9.0;I1;2014-09-27
23114;Cesena;Milan;D;5.5;3.75;1.62;I1;2014-09-28
23115;Chievo;Empoli;D;2.25;3.25;3.25;I1;2014-09-28
23116;Genoa;Sampdoria;A;2.9;3.0;2.6;I1;2014-09-28
23117;Inter;Cagliari;A;1.44;4.33;7.0;I1;2014-09-28
23118;Sassuolo;Napoli;A;4.5;3.5;1.8;I1;2014-09-28
23119;Torino;Fiorentina;D;2.88;3.2;2.5;I1;2014-09-28
23120;Palermo;Lazio;A;2.9;3.25;2.4;I1;2014-09-29
23121;Udinese;Parma;H;2.2;3.2;3.4;I1;2014-09-29
23122;Milan;Chievo;H;1.4;4.75;7.0;I1;2014-10-04
23123;Verona;Cagliari;H;2.0;3.3;3.75;I1;2014-10-04
23124;Empoli;Palermo;H;2.38;3.2;3.0;I1;2014-10-05
23125;Fiorentina;Inter;H;2.38;3.3;2.9;I1;2014-10-05
23126;Juventus;Roma;H;1.8;3.5;4.5;I1;2014-10-05
23127;Lazio;Sassuolo;H;1.5;4.0;7.0;I1;2014-10-05
23128;Napoli;Torino;H;1.5;4.0;7.0;I1;2014-10-05
23129;Parma;Genoa;A;1.91;3.4;4.0;I1;2014-10-05
23130;Sampdoria;Atalanta;H;1.83;3.4;4.5;I1;2014-10-05
23131;Udinese;Cesena;D;1.45;4.2;7.5;I1;2014-10-05
23132;Roma;Chievo;H;1.3;5.5;9.0;I1;2014-10-18
23133;Sassuolo;Juventus;D;7.5;4.5;1.4;I1;2014-10-18
