HomeTeam;AwayTeam;FTR;Div;Aposta;odd;resultado_aposta;retorno;faixa_odd
PSV Eindhoven;Den Haag;H;N1;H;1.17;ganha;16.999999999999993;(1.0, 1.25]
Vitesse;Excelsior;D;N1;H;1.4;perdida;-100.0;(1.25, 1.5]
Zwolle;Groningen;A;N1;H;2.2;perdida;-100.0;(2.0, 2.25]
AZ Alkmaar;Heracles;H;N1;H;1.57;ganha;57.00000000000001;(1.5, 1.75]
Heerenveen;Ajax;A;N1;H;4.2;perdida;-100.0;(4.0, 4.5]
Sparta Rotterdam;Roda;D;N1;H;1.73;perdida;-100.0;(1.5, 1.75]
Utrecht;Feyenoord;D;N1;H;3.5;perdida;-100.0;(3.0, 3.5]
Heracles;Nijmegen;H;N1;H;1.95;ganha;95.0;(1.75, 2.0]
Excelsior;AZ Alkmaar;D;N1;H;5.25;perdida;-100.0;(5.0, 10.0]
Go Ahead Eagles;Heerenveen;A;N1;H;4.33;perdida;-100.0;(4.0, 4.5]
Roda;PSV Eindhoven;D;N1;H;11.0;perdida;-100.0;(10.0, 15.0]
Vitesse;Zwolle;H;N1;H;1.65;ganha;64.99999999999999;(1.5, 1.75]
Ajax;Groningen;H;N1;H;1.22;ganha;21.999999999999996;(1.0, 1.25]
Den Haag;Utrecht;A;N1;H;3.2;perdida;-100.0;(3.0, 3.5]
Feyenoord;Sparta Rotterdam;H;N1;H;1.3;ganha;30.000000000000004;(1.25, 1.5]
Willem II;Twente;D;N1;H;2.63;perdida;-100.0;(2.5, 3.0]
Groningen;Roda;H;N1;H;1.55;ganha;55.00000000000001;(1.5, 1.75]
Heerenveen;Excelsior;H;N1;H;1.45;ganha;44.99999999999999;(1.25, 1.5]
Nijmegen;Den Haag;H;N1;H;2.0;ganha;100.0;(1.75, 2.0]
PSV Eindhoven;Go Ahead Eagles;H;N1;H;1.13;ganha;12.99999999999999;(1.0, 1.25]
Zwolle;Willem II;D;N1;H;2.2;perdida;-100.0;(2.0, 2.25]
AZ Alkmaar;Feyenoord;A;N1;H;3.1;perdida;-100.0;(3.0, 3.5]
Sparta Rotterdam;Vitesse;A;N1;H;3.2;perdida;-100.0;(3.0, 3.5]
Twente;Ajax;H;N1;H;5.0;ganha;400.0;(4.5, 5.0]
Utrecht;Heracles;H;N1;H;1.62;ganha;62.000000000000014;(1.5, 1.75]
Willem II;Heerenveen;H;N1;H;2.88;ganha;188.0;(2.5, 3.0]
Feyenoord;Vitesse;H;N1;H;1.44;ganha;43.99999999999999;(1.25, 1.5]
Roda;Utrecht;D;N1;H;3.75;perdida;-100.0;(3.5, 4.0]
Twente;AZ Alkmaar;A;N1;H;2.45;perdida;-100.0;(2.25, 2.5]
Ajax;PSV Eindhoven;D;N1;H;2.0;perdida;-100.0;(1.75, 2.0]
Den Haag;Sparta Rotterdam;H;N1;H;2.38;ganha;138.0;(2.25, 2.5]
Excelsior;Nijmegen;D;N1;H;2.4;perdida;-100.0;(2.25, 2.5]
Groningen;Go Ahead Eagles;D;N1;H;1.5;perdida;-100.0;(1.25, 1.5]
Heracles;Zwolle;H;N1;H;2.0;ganha;100.0;(1.75, 2.0]
Go Ahead Eagles;AZ Alkmaar;A;N1;H;5.0;perdida;-100.0;(4.5, 5.0]
Heerenveen;Den Haag;H;N1;H;1.5;ganha;50.0;(1.25, 1.5]
Heracles;Groningen;A;N1;H;2.4;perdida;-100.0;(2.25, 2.5]
PSV Eindhoven;Excelsior;H;N1;H;1.17;ganha;16.999999999999993;(1.0, 1.25]
Sparta Rotterdam;Utrecht;A;N1;H;3.2;perdida;-100.0;(3.0, 3.5]
Roda;Feyenoord;A;N1;H;7.5;perdida;-100.0;(5.0, 10.0]
Vitesse;Twente;H;N1;H;2.0;ganha;100.0;(1.75, 2.0]
Willem II;Nijmegen;A;N1;H;1.85;perdida;-100.0;(1.75, 2.0]
Zwolle;Ajax;A;N1;H;11.0;perdida;-100.0;(10.0, 15.0]
Twente;Heracles;H;N1;H;1.62;ganha;62.000000000000014;(1.5, 1.75]
AZ Alkmaar;Sparta Rotterdam;D;N1;H;1.44;perdida;-100.0;(1.25, 1.5]
Den Haag;Zwolle;A;N1;H;2.3;perdida;-100.0;(2.25, 2.5]
Feyenoord;Willem II;H;N1;H;1.25;ganha;25.0;(1.0, 1.25]
Groningen;Vitesse;D;N1;H;2.25;perdida;-100.0;(2.0, 2.25]
Excelsior;Go Ahead Eagles;D;N1;H;2.2;perdida;-100.0;(2.0, 2.25]
Nijmegen;Roda;H;N1;H;2.1;ganha;110.00000000000001;(2.0, 2.25]
PSV Eindhoven;Heerenveen;H;N1;H;1.33;ganha;33.00000000000001;(1.25, 1.5]
Utrecht;Ajax;A;N1;H;4.75;perdida;-100.0;(4.5, 5.0]
Willem II;Sparta Rotterdam;H;N1;H;2.25;ganha;125.0;(2.0, 2.25]
Go Ahead Eagles;Utrecht;A;N1;H;4.33;perdida;-100.0;(4.0, 4.5]
Heracles;PSV Eindhoven;A;N1;H;7.0;perdida;-100.0;(5.0, 10.0]
Roda;Excelsior;H;N1;H;2.05;ganha;104.99999999999999;(2.0, 2.25]
Ajax;Den Haag;H;N1;H;1.14;ganha;13.99999999999999;(1.0, 1.25]
Feyenoord;Nijmegen;H;N1;H;1.2;ganha;19.999999999999996;(1.0, 1.25]
Heerenveen;Groningen;D;N1;H;1.95;perdida;-100.0;(1.75, 2.0]
Vitesse;AZ Alkmaar;H;N1;H;2.38;ganha;138.0;(2.25, 2.5]
Zwolle;Twente;A;N1;H;2.6;perdida;-100.0;(2.5, 3.0]
Den Haag;Vitesse;A;N1;H;4.0;perdida;-100.0;(3.5, 4.0]
AZ Alkmaar;PSV Eindhoven;A;N1;H;4.0;perdida;-100.0;(3.5, 4.0]
Groningen;Excelsior;D;N1;H;1.5;perdida;-100.0;(1.25, 1.5]
Nijmegen;Go Ahead Eagles;A;N1;H;1.83;perdida;-100.0;(1.75, 2.0]
Willem II;Heracles;A;N1;H;1.95;perdida;-100.0;(1.75, 2.0]
Roda;Ajax;A;N1;H;10.0;perdida;-100.0;(5.0, 10.0]
Sparta Rotterdam;Zwolle;A;N1;H;2.0;perdida;-100.0;(1.75, 2.0]
Twente;Feyenoord;A;N1;H;5.0;perdida;-100.0;(4.5, 5.0]
Utrecht;Heerenveen;H;N1;H;1.95;ganha;95.0;(1.75, 2.0]
Zwolle;Nijmegen;H;N1;H;1.73;ganha;73.0;(1.5, 1.75]
Feyenoord;Groningen;H;N1;H;1.25;ganha;25.0;(1.0, 1.25]
Go Ahead Eagles;Den Haag;H;N1;H;2.25;ganha;125.0;(2.0, 2.25]
Heracles;Roda;D;N1;H;2.0;perdida;-100.0;(1.75, 2.0]
Vitesse;Willem II;A;N1;H;1.57;perdida;-100.0;(1.5, 1.75]
Ajax;Sparta Rotterdam;H;N1;H;1.17;ganha;16.999999999999993;(1.0, 1.25]
Excelsior;Twente;D;N1;H;3.2;perdida;-100.0;(3.0, 3.5]
Heerenveen;AZ Alkmaar;A;N1;H;2.25;perdida;-100.0;(2.0, 2.25]
PSV Eindhoven;Utrecht;H;N1;H;1.3;ganha;30.000000000000004;(1.25, 1.5]
Roda;Go Ahead Eagles;H;N1;H;2.0;ganha;100.0;(1.75, 2.0]
Heracles;Excelsior;H;N1;H;1.91;ganha;90.99999999999999;(1.75, 2.0]
PSV Eindhoven;Nijmegen;H;N1;H;1.14;ganha;13.99999999999999;(1.0, 1.25]
Twente;Heerenveen;H;N1;H;2.2;ganha;120.00000000000001;(2.0, 2.25]
Utrecht;Zwolle;H;N1;H;1.67;ganha;67.0;(1.5, 1.75]
Den Haag;Feyenoord;A;N1;H;9.5;perdida;-100.0;(5.0, 10.0]
Sparta Rotterdam;Groningen;D;N1;H;2.75;perdida;-100.0;(2.5, 3.0]
Vitesse;Ajax;A;N1;H;5.25;perdida;-100.0;(5.0, 10.0]
Willem II;AZ Alkmaar;D;N1;H;3.4;perdida;-100.0;(3.0, 3.5]
Den Haag;Twente;D;N1;H;3.5;perdida;-100.0;(3.0, 3.5]
Excelsior;Willem II;A;N1;H;2.45;perdida;-100.0;(2.25, 2.5]
Groningen;Utrecht;A;N1;H;2.7;perdida;-100.0;(2.5, 3.0]
Heerenveen;Roda;H;N1;H;1.53;ganha;53.0;(1.5, 1.75]
Nijmegen;Sparta Rotterdam;A;N1;H;2.45;perdida;-100.0;(2.25, 2.5]
Ajax;Heracles;H;N1;H;1.17;ganha;16.999999999999993;(1.0, 1.25]
AZ Alkmaar;Zwolle;D;N1;H;1.67;perdida;-100.0;(1.5, 1.75]
Feyenoord;PSV Eindhoven;H;N1;H;2.35;ganha;135.0;(2.25, 2.5]
Go Ahead Eagles;Vitesse;A;N1;H;3.75;perdida;-100.0;(3.5, 4.0]
Heerenveen;Go Ahead Eagles;D;N1;H;1.4;perdida;-100.0;(1.25, 1.5]
PSV Eindhoven;Roda;H;N1;H;1.13;ganha;12.99999999999999;(1.0, 1.25]
Twente;Willem II;H;N1;H;1.8;ganha;80.0;(1.75, 2.0]
Zwolle;Vitesse;H;N1;H;2.6;ganha;160.0;(2.5, 3.0]
AZ Alkmaar;Excelsior;D;N1;H;1.4;perdida;-100.0;(1.25, 1.5]
Groningen;Ajax;D;N1;H;8.0;perdida;-100.0;(5.0, 10.0]
Nijmegen;Heracles;H;N1;H;2.4;ganha;140.0;(2.25, 2.5]
Sparta Rotterdam;Feyenoord;H;N1;H;9.0;ganha;800.0;(5.0, 10.0]
Utrecht;Den Haag;D;N1;H;1.4;perdida;-100.0;(1.25, 1.5]
Vitesse;Sparta Rotterdam;H;N1;H;1.7;ganha;70.0;(1.5, 1.75]
Den Haag;Nijmegen;H;N1;H;2.1;ganha;110.00000000000001;(2.0, 2.25]
Excelsior;Heerenveen;H;N1;H;3.3;ganha;229.99999999999997;(3.0, 3.5]
Go Ahead Eagles;PSV Eindhoven;A;N1;H;10.0;perdida;-100.0;(5.0, 10.0]
Heracles;Utrecht;H;N1;H;3.4;ganha;240.0;(3.0, 3.5]
Ajax;Twente;H;N1;H;1.29;ganha;29.000000000000004;(1.25, 1.5]
Feyenoord;AZ Alkmaar;H;N1;H;1.4;ganha;39.99999999999999;(1.25, 1.5]
Roda;Groningen;H;N1;H;3.0;ganha;200.0;(2.5, 3.0]
Willem II;Zwolle;H;N1;H;2.3;ganha;129.99999999999997;(2.25, 2.5]
Roda;Twente;A;N1;H;3.0;perdida;-100.0;(2.5, 3.0]
Groningen;Willem II;D;N1;H;1.91;perdida;-100.0;(1.75, 2.0]
Nijmegen;Utrecht;A;N1;H;3.5;perdida;-100.0;(3.0, 3.5]
PSV Eindhoven;Vitesse;H;N1;H;1.3;ganha;30.000000000000004;(1.25, 1.5]
Sparta Rotterdam;Heracles;H;N1;H;2.05;ganha;104.99999999999999;(2.0, 2.25]
AZ Alkmaar;Den Haag;H;N1;H;1.4;ganha;39.99999999999999;(1.25, 1.5]
Excelsior;Ajax;D;N1;H;11.0;perdida;-100.0;(10.0, 15.0]
Go Ahead Eagles;Zwolle;A;N1;H;3.1;perdida;-100.0;(3.0, 3.5]
Heerenveen;Feyenoord;A;N1;H;5.25;perdida;-100.0;(5.0, 10.0]
AZ Alkmaar;Groningen;D;N1;H;1.62;perdida;-100.0;(1.5, 1.75]
Heracles;Heerenveen;H;N1;H;2.9;ganha;190.0;(2.5, 3.0]
Sparta Rotterdam;PSV Eindhoven;A;N1;H;9.5;perdida;-100.0;(5.0, 10.0]
Utrecht;Willem II;H;N1;H;1.62;ganha;62.000000000000014;(1.5, 1.75]
Zwolle;Excelsior;D;N1;H;1.67;perdida;-100.0;(1.5, 1.75]
Ajax;Feyenoord;H;N1;H;1.91;ganha;90.99999999999999;(1.75, 2.0]
Den Haag;Roda;H;N1;H;2.2;ganha;120.00000000000001;(2.0, 2.25]
Twente;Go Ahead Eagles;A;N1;H;1.45;perdida;-100.0;(1.25, 1.5]
Vitesse;Nijmegen;H;N1;H;1.44;ganha;43.99999999999999;(1.25, 1.5]
Excelsior;Utrecht;A;N1;H;3.5;perdida;-100.0;(3.0, 3.5]
Heerenveen;Sparta Rotterdam;H;N1;H;1.73;ganha;73.0;(1.5, 1.75]
Ajax;AZ Alkmaar;H;N1;H;1.3;ganha;30.000000000000004;(1.25, 1.5]
Feyenoord;Go Ahead Eagles;H;N1;H;1.13;ganha;12.99999999999999;(1.0, 1.25]
Groningen;Nijmegen;H;N1;H;1.67;ganha;67.0;(1.5, 1.75]
Heracles;Vitesse;A;N1;H;3.5;perdida;-100.0;(3.0, 3.5]
Willem II;Den Haag;A;N1;H;1.85;perdida;-100.0;(1.75, 2.0]
Roda;Zwolle;H;N1;H;2.9;ganha;190.0;(2.5, 3.0]
Twente;PSV Eindhoven;D;N1;H;6.0;perdida;-100.0;(5.0, 10.0]
Sparta Rotterdam;Excelsior;A;N1;H;1.95;perdida;-100.0;(1.75, 2.0]
Den Haag;Groningen;H;N1;H;2.8;ganha;179.99999999999997;(2.5, 3.0]
Go Ahead Eagles;Heracles;A;N1;H;2.9;perdida;-100.0;(2.5, 3.0]
Nijmegen;Ajax;A;N1;H;13.0;perdida;-100.0;(10.0, 15.0]
Vitesse;Heerenveen;H;N1;H;2.05;ganha;104.99999999999999;(2.0, 2.25]
AZ Alkmaar;Roda;D;N1;H;1.4;perdida;-100.0;(1.25, 1.5]
PSV Eindhoven;Willem II;H;N1;H;1.17;ganha;16.999999999999993;(1.0, 1.25]
Utrecht;Twente;H;N1;H;1.91;ganha;90.99999999999999;(1.75, 2.0]
Zwolle;Feyenoord;D;N1;H;6.5;perdida;-100.0;(5.0, 10.0]
Heracles;AZ Alkmaar;A;N1;H;3.25;perdida;-100.0;(3.0, 3.5]
Den Haag;PSV Eindhoven;D;N1;H;15.0;perdida;-100.0;(10.0, 15.0]
Excelsior;Vitesse;H;N1;H;3.6;ganha;260.0;(3.5, 4.0]
Roda;Sparta Rotterdam;H;N1;H;2.3;ganha;129.99999999999997;(2.25, 2.5]
Twente;Nijmegen;H;N1;H;1.5;ganha;50.0;(1.25, 1.5]
Ajax;Heerenveen;H;N1;H;1.2;ganha;19.999999999999996;(1.0, 1.25]
Feyenoord;Utrecht;H;N1;H;1.44;ganha;43.99999999999999;(1.25, 1.5]
Groningen;Zwolle;H;N1;H;1.95;ganha;95.0;(1.75, 2.0]
Willem II;Go Ahead Eagles;H;N1;H;1.8;ganha;80.0;(1.75, 2.0]
Heerenveen;Willem II;H;N1;H;1.62;ganha;62.000000000000014;(1.5, 1.75]
AZ Alkmaar;Twente;H;N1;H;1.65;ganha;64.99999999999999;(1.5, 1.75]
Go Ahead Eagles;Groningen;A;N1;H;3.3;perdida;-100.0;(3.0, 3.5]
Nijmegen;Excelsior;A;N1;H;2.38;perdida;-100.0;(2.25, 2.5]
Zwolle;Heracles;A;N1;H;1.8;perdida;-100.0;(1.75, 2.0]
PSV Eindhoven;Ajax;H;N1;H;2.15;ganha;114.99999999999999;(2.0, 2.25]
Sparta Rotterdam;Den Haag;A;N1;H;2.05;perdida;-100.0;(2.0, 2.25]
Utrecht;Roda;H;N1;H;1.5;ganha;50.0;(1.25, 1.5]
Vitesse;Feyenoord;A;N1;H;5.5;perdida;-100.0;(5.0, 10.0]
Ajax;Go Ahead Eagles;H;N1;H;1.08;ganha;8.000000000000007;(1.0, 1.25]
Excelsior;Feyenoord;H;N1;H;11.0;ganha;1000.0;(10.0, 15.0]
Groningen;PSV Eindhoven;D;N1;H;7.5;perdida;-100.0;(5.0, 10.0]
Heracles;Den Haag;H;N1;H;1.83;ganha;83.0;(1.75, 2.0]
Nijmegen;AZ Alkmaar;H;N1;H;3.9;ganha;290.0;(3.5, 4.0]
Roda;Willem II;H;N1;H;1.73;ganha;73.0;(1.5, 1.75]
Sparta Rotterdam;Twente;H;N1;H;2.4;ganha;140.0;(2.25, 2.5]
Utrecht;Vitesse;H;N1;H;2.0;ganha;100.0;(1.75, 2.0]
Zwolle;Heerenveen;H;N1;H;2.38;ganha;138.0;(2.25, 2.5]
AZ Alkmaar;Utrecht;A;N1;H;1.4;perdida;-100.0;(1.25, 1.5]
Den Haag;Excelsior;H;N1;H;2.25;ganha;125.0;(2.0, 2.25]
Feyenoord;Heracles;H;N1;H;1.18;ganha;17.999999999999993;(1.0, 1.25]
Go Ahead Eagles;Sparta Rotterdam;A;N1;H;5.0;perdida;-100.0;(4.5, 5.0]
Heerenveen;Nijmegen;A;N1;H;1.5;perdida;-100.0;(1.25, 1.5]
PSV Eindhoven;Zwolle;H;N1;H;1.18;ganha;17.999999999999993;(1.0, 1.25]
Twente;Groningen;A;N1;H;2.1;perdida;-100.0;(2.0, 2.25]
Vitesse;Roda;H;N1;H;1.8;ganha;80.0;(1.75, 2.0]
Willem II;Ajax;A;N1;H;13.0;perdida;-100.0;(10.0, 15.0]
Lille;Paris SG;A;F1;H;6.5;perdida;-100.0;(5.0, 10.0]
Bastia;Rennes;H;F1;H;2.6;ganha;160.0;(2.5, 3.0]
Marseille;Caen;A;F1;H;1.57;perdida;-100.0;(1.5, 1.75]
Montpellier;Angers;A;F1;H;1.83;perdida;-100.0;(1.75, 2.0]
Nantes;Guingamp;H;F1;H;2.2;ganha;120.00000000000001;(2.0, 2.25]
Nice;Monaco;A;F1;H;4.0;perdida;-100.0;(3.5, 4.0]
Troyes;Ajaccio GFCO;D;F1;H;2.05;perdida;-100.0;(2.0, 2.25]
Bordeaux;Reims;A;F1;H;1.67;perdida;-100.0;(1.5, 1.75]
Lyon;Lorient;D;F1;H;1.57;perdida;-100.0;(1.5, 1.75]
Toulouse;St Etienne;H;F1;H;3.1;ganha;210.0;(3.0, 3.5]
Monaco;Lille;D;F1;H;1.62;perdida;-100.0;(1.5, 1.75]
Angers;Nantes;D;F1;H;2.5;perdida;-100.0;(2.25, 2.5]
Caen;Toulouse;H;F1;H;2.2;ganha;120.00000000000001;(2.0, 2.25]
Guingamp;Lyon;A;F1;H;3.6;perdida;-100.0;(3.5, 4.0]
Rennes;Montpellier;H;F1;H;2.25;ganha;125.0;(2.0, 2.25]
St Etienne;Bordeaux;D;F1;H;1.95;perdida;-100.0;(1.75, 2.0]
Troyes;Nice;D;F1;H;2.15;perdida;-100.0;(2.0, 2.25]
Lorient;Bastia;D;F1;H;1.85;perdida;-100.0;(1.75, 2.0]
Paris SG;Ajaccio GFCO;H;F1;H;1.11;ganha;11.00000000000001;(1.0, 1.25]
Reims;Marseille;H;F1;H;3.5;ganha;250.0;(3.0, 3.5]
Montpellier;Paris SG;A;F1;H;8.0;perdida;-100.0;(5.0, 10.0]
Ajaccio GFCO;Angers;A;F1;H;2.3;perdida;-100.0;(2.25, 2.5]
Bastia;Guingamp;H;F1;H;2.3;ganha;129.99999999999997;(2.25, 2.5]
Lyon;Rennes;A;F1;H;1.57;perdida;-100.0;(1.5, 1.75]
Nantes;Reims;H;F1;H;2.2;ganha;120.00000000000001;(2.0, 2.25]
Nice;Caen;H;F1;H;2.2;ganha;120.00000000000001;(2.0, 2.25]
Toulouse;Monaco;D;F1;H;3.1;perdida;-100.0;(3.0, 3.5]
Lille;Bordeaux;D;F1;H;2.1;perdida;-100.0;(2.0, 2.25]
Lorient;St Etienne;A;F1;H;2.63;perdida;-100.0;(2.5, 3.0]
Marseille;Troyes;H;F1;H;1.62;ganha;62.000000000000014;(1.5, 1.75]
Guingamp;Marseille;H;F1;H;4.0;ganha;300.0;(3.5, 4.0]
Angers;Nice;D;F1;H;2.3;perdida;-100.0;(2.25, 2.5]
Caen;Lyon;A;F1;H;3.3;perdida;-100.0;(3.0, 3.5]
Lille;Ajaccio GFCO;H;F1;H;1.4;ganha;39.99999999999999;(1.25, 1.5]
Reims;Lorient;H;F1;H;2.25;ganha;125.0;(2.0, 2.25]
Rennes;Toulouse;H;F1;H;2.15;ganha;114.99999999999999;(2.0, 2.25]
Troyes;Montpellier;D;F1;H;2.5;perdida;-100.0;(2.25, 2.5]
Bordeaux;Nantes;H;F1;H;2.0;ganha;100.0;(1.75, 2.0]
Monaco;Paris SG;A;F1;H;4.2;perdida;-100.0;(4.0, 4.5]
St Etienne;Bastia;H;F1;H;1.73;ganha;73.0;(1.5, 1.75]
Paris SG;Bordeaux;D;F1;H;1.25;perdida;-100.0;(1.0, 1.25]
Lorient;Angers;H;F1;H;1.91;ganha;90.99999999999999;(1.75, 2.0]
Lyon;Lille;D;F1;H;1.83;perdida;-100.0;(1.75, 2.0]
Montpellier;St Etienne;A;F1;H;2.5;perdida;-100.0;(2.25, 2.5]
Nice;Guingamp;A;F1;H;2.25;perdida;-100.0;(2.0, 2.25]
Toulouse;Reims;D;F1;H;2.0;perdida;-100.0;(1.75, 2.0]
Troyes;Caen;A;F1;H;2.25;perdida;-100.0;(2.0, 2.25]
Ajaccio GFCO;Monaco;A;F1;H;4.5;perdida;-100.0;(4.0, 4.5]
Marseille;Bastia;H;F1;H;1.44;ganha;43.99999999999999;(1.25, 1.5]
Nantes;Rennes;A;F1;H;2.6;perdida;-100.0;(2.5, 3.0]
Rennes;Lille;D;F1;H;2.38;perdida;-100.0;(2.25, 2.5]
Angers;Troyes;H;F1;H;2.1;ganha;110.00000000000001;(2.0, 2.25]
Bastia;Nice;A;F1;H;2.25;perdida;-100.0;(2.0, 2.25]
Caen;Montpellier;H;F1;H;2.15;ganha;114.99999999999999;(2.0, 2.25]
Guingamp;Ajaccio GFCO;H;F1;H;1.85;ganha;85.00000000000001;(1.75, 2.0]
Reims;Paris SG;D;F1;H;8.0;perdida;-100.0;(5.0, 10.0]
Bordeaux;Toulouse;D;F1;H;2.1;perdida;-100.0;(2.0, 2.25]
Marseille;Lyon;D;F1;H;2.05;perdida;-100.0;(2.0, 2.25]
Monaco;Lorient;A;F1;H;1.7;perdida;-100.0;(1.5, 1.75]
St Etienne;Nantes;H;F1;H;1.67;ganha;67.0;(1.5, 1.75]
Angers;Reims;D;F1;H;2.5;perdida;-100.0;(2.25, 2.5]
Paris SG;Guingamp;H;F1;H;1.2;ganha;19.999999999999996;(1.0, 1.25]
Ajaccio GFCO;Rennes;D;F1;H;3.5;perdida;-100.0;(3.0, 3.5]
Lorient;Caen;H;F1;H;2.2;ganha;120.00000000000001;(2.0, 2.25]
Lyon;Bastia;H;F1;H;1.5;ganha;50.0;(1.25, 1.5]
Nice;Bordeaux;H;F1;H;2.7;ganha;170.00000000000003;(2.5, 3.0]
Toulouse;Marseille;D;F1;H;2.9;perdida;-100.0;(2.5, 3.0]
Troyes;St Etienne;A;F1;H;3.4;perdida;-100.0;(3.0, 3.5]
Montpellier;Monaco;A;F1;H;3.2;perdida;-100.0;(3.0, 3.5]
Reims;Lille;H;F1;H;2.7;ganha;170.00000000000003;(2.5, 3.0]
Bastia;Toulouse;H;F1;H;2.88;ganha;188.0;(2.5, 3.0]
Bordeaux;Lyon;H;F1;H;2.75;ganha;175.0;(2.5, 3.0]
Caen;Ajaccio GFCO;H;F1;H;1.75;ganha;75.0;(1.5, 1.75]
Nantes;Paris SG;A;F1;H;10.0;perdida;-100.0;(5.0, 10.0]
Rennes;Troyes;D;F1;H;1.73;perdida;-100.0;(1.5, 1.75]
Guingamp;Monaco;D;F1;H;3.25;perdida;-100.0;(3.0, 3.5]
Marseille;Angers;A;F1;H;1.4;perdida;-100.0;(1.25, 1.5]
Montpellier;Lorient;H;F1;H;2.2;ganha;120.00000000000001;(2.0, 2.25]
St Etienne;Nice;A;F1;H;1.73;perdida;-100.0;(1.5, 1.75]
Lille;Nantes;A;F1;H;1.85;perdida;-100.0;(1.75, 2.0]
Lille;Montpellier;H;F1;H;2.0;ganha;100.0;(1.75, 2.0]
Ajaccio GFCO;Toulouse;D;F1;H;3.1;perdida;-100.0;(3.0, 3.5]
Angers;Bastia;H;F1;H;2.1;ganha;110.00000000000001;(2.0, 2.25]
Lyon;Reims;H;F1;H;1.62;ganha;62.000000000000014;(1.5, 1.75]
Troyes;Guingamp;A;F1;H;2.63;perdida;-100.0;(2.5, 3.0]
Caen;St Etienne;H;F1;H;2.45;ganha;145.00000000000003;(2.25, 2.5]
Lorient;Bordeaux;H;F1;H;2.6;ganha;160.0;(2.5, 3.0]
Monaco;Rennes;D;F1;H;1.85;perdida;-100.0;(1.75, 2.0]
Paris SG;Marseille;H;F1;H;1.33;ganha;33.00000000000001;(1.25, 1.5]
Monaco;Lyon;D;F1;H;2.55;perdida;-100.0;(2.5, 3.0]
Bastia;Paris SG;A;F1;H;10.0;perdida;-100.0;(5.0, 10.0]
Guingamp;Lille;D;F1;H;2.6;perdida;-100.0;(2.5, 3.0]
Nantes;Troyes;H;F1;H;1.95;ganha;95.0;(1.75, 2.0]
Reims;Caen;A;F1;H;2.5;perdida;-100.0;(2.25, 2.5]
St Etienne;Ajaccio GFCO;H;F1;H;1.5;ganha;50.0;(1.25, 1.5]
Toulouse;Angers;A;F1;H;2.05;perdida;-100.0;(2.0, 2.25]
Bordeaux;Montpellier;D;F1;H;1.75;perdida;-100.0;(1.5, 1.75]
Marseille;Lorient;D;F1;H;1.57;perdida;-100.0;(1.5, 1.75]
Rennes;Nice;A;F1;H;2.1;perdida;-100.0;(2.0, 2.25]
Caen;Nantes;A;F1;H;1.91;perdida;-100.0;(1.75, 2.0]
Lyon;Toulouse;H;F1;H;1.73;ganha;73.0;(1.5, 1.75]
Ajaccio GFCO;Nice;H;F1;H;3.4;ganha;240.0;(3.0, 3.5]
Angers;Guingamp;D;F1;H;2.4;perdida;-100.0;(2.25, 2.5]
Lorient;Rennes;D;F1;H;2.4;perdida;-100.0;(2.25, 2.5]
Montpellier;Bastia;H;F1;H;1.95;ganha;95.0;(1.75, 2.0]
Bordeaux;Troyes;H;F1;H;1.5;ganha;50.0;(1.25, 1.5]
Lille;Marseille;A;F1;H;2.6;perdida;-100.0;(2.5, 3.0]
Paris SG;St Etienne;H;F1;H;1.25;ganha;25.0;(1.0, 1.25]
Reims;Monaco;A;F1;H;3.0;perdida;-100.0;(2.5, 3.0]
Rennes;Paris SG;A;F1;H;7.5;perdida;-100.0;(5.0, 10.0]
Ajaccio GFCO;Bordeaux;H;F1;H;4.2;ganha;320.0;(4.0, 4.5]
Bastia;Caen;H;F1;H;2.9;ganha;190.0;(2.5, 3.0]
Guingamp;Lorient;D;F1;H;2.0;perdida;-100.0;(1.75, 2.0]
St Etienne;Reims;H;F1;H;1.62;ganha;62.000000000000014;(1.5, 1.75]
Toulouse;Montpellier;D;F1;H;2.1;perdida;-100.0;(2.0, 2.25]
Troyes;Lyon;A;F1;H;5.5;perdida;-100.0;(5.0, 10.0]
Monaco;Angers;H;F1;H;1.6;ganha;60.00000000000001;(1.5, 1.75]
Nantes;Marseille;A;F1;H;4.0;perdida;-100.0;(3.5, 4.0]
Nice;Lille;D;F1;H;2.38;perdida;-100.0;(2.25, 2.5]
Nice;Nantes;A;F1;H;2.0;perdida;-100.0;(1.75, 2.0]
Angers;Rennes;A;F1;H;2.88;perdida;-100.0;(2.5, 3.0]
Caen;Guingamp;H;F1;H;2.2;ganha;120.00000000000001;(2.0, 2.25]
Lille;Bastia;D;F1;H;1.67;perdida;-100.0;(1.5, 1.75]
Lorient;Troyes;H;F1;H;1.67;ganha;67.0;(1.5, 1.75]
Montpellier;Nantes;H;F1;H;2.2;ganha;120.00000000000001;(2.0, 2.25]
Paris SG;Toulouse;H;F1;H;1.18;ganha;17.999999999999993;(1.0, 1.25]
Reims;Ajaccio GFCO;A;F1;H;1.91;perdida;-100.0;(1.75, 2.0]
Bordeaux;Monaco;H;F1;H;2.3;ganha;129.99999999999997;(2.25, 2.5]
Lyon;St Etienne;H;F1;H;1.95;ganha;95.0;(1.75, 2.0]
Marseille;Nice;A;F1;H;1.67;perdida;-100.0;(1.5, 1.75]
